uuid,qid,difficulty,stem,gold,haiku_answer,haiku_confidence,haiku_reasoning,matched,similarity,ok,latency_ms,input_tokens,output_tokens,error,b2_severity
1f6dd74a-6936-433f-b980-16924348c367,WB-VIT-0199-L2,2,Which environmental stressor is specifically noted to interfere with the physiological development and productivity of Vitis vinifera buds?,Drought conditions,Water stress (drought),0.65,"Water stress is well-documented in viticulture literature as a major environmental stressor that affects bud development, fruitfulness, and overall vine productivity in Vitis vinifera, though other stressors like frost, heat, and nutrient deficiency also impact buds.",False,0.359,True,1690,148,97,,pass
f565a448-09d8-4ca2-990e-30856f67d14e,WB-GRP-0231-L2,2,"Which grape variety is known for its uneven ripening, with grape clusters potentially containing both green berries and raisins if not grown in ideal conditions?",Plavac Mali,Zinfandel,0.72,"Zinfandel is widely recognized for its uneven ripening patterns within clusters, where berries at different positions ripen at different rates, leading to a mix of green and overripe/raisined berries if harvest timing isn't precise, which is a characteristic challenge for this variety.",False,0.1,True,1806,153,101,,pass
10ca9d4d-0cb9-4416-b1a0-b4c37d67ed75,WB-VIT-0200-L2,2,"Which Italian DOC, known for its extensive vineyard area, has approximately 6,500 hectares (16,000 acres) dedicated to viticulture?",Friuli Grave DOC,Chianti,0.72,"Chianti is one of Italy's largest and most extensive DOC regions by vineyard area, and the 6,500 hectare figure aligns with the scale of major Chianti production zones, though I'm not certain this is the exact acreage or that another large DOC like Barbera d'Alba or Prosecco couldn't also fit this description.",False,0.087,True,2054,156,117,,fail
0d054c1c-ef37-47ca-a0d8-c5129375feef,WB-PRD-0236-L2,2,Which winery is the sister property of La Stella Winery?,Le Vieux Pin,Blackstone Winery,0.35,"La Stella is a winery in Napa/Sonoma region, and I believe it may be associated with Blackstone through a parent company, but I'm not confident in this connection and cannot verify the specific sister property relationship from my training data.",False,0.345,True,1444,136,94,,fail
db22a553-9941-443c-9ed4-61c4e2e9aef3,WB-GRP-0234-L2,2,"In Chile, the majority of Torrontés vineyard area is planted to the Torrontés Riojano variant, and the grape is chiefly destined for what end use?",Distillation into the local grape spirit pisco,Pisco production,0.72,"Torrontés Riojano is primarily associated with pisco production in Chile and Peru, as it is a traditional grape variety used for distillation into this brandy rather than for still wine production.",False,0.161,True,1906,162,81,,pass
a0f095df-69a3-41ce-9cc1-28ba0eea0ae5,WB-GRP-0232-L2,2,What effect does the climate of certain New Zealand wine regions have on the ripening of grapes on the vine?,"It slows ripening, allowing a balance between acidity and sugar to develop","The cool climate of New Zealand wine regions, particularly in areas like Marlborough and Central Otago, slows grape ripening, extending the growing season and allowing grapes to develop complex flavors and higher acidity while maintaining lower alcohol levels, which is particularly beneficial for producing high-quality Sauvignon Blanc and Pinot Noir.",0.85,"New Zealand's reputation for cool-climate wines and its southern hemisphere location with regions known for extended ripening periods and crisp, aromatic wines is well-established in general wine knowledge, though specific regional climate details may vary.",False,0.188,True,2227,144,152,,fail
eec43564-e735-451c-b841-b9a39ba9a343,WB-GRP-0236-L2,2,What is the recommended cellaring window for Pinot Gris produced in New Zealand?,1 to 4 years,"1-3 years, with most examples best consumed within 2 years of vintage",0.72,"New Zealand Pinot Gris is typically produced as a fresh, aromatic white wine meant for early consumption, similar to other cool-climate Pinot Gris styles, though some premium examples may age slightly longer than standard versions.",False,0.198,True,2099,140,102,,fail
7eb27f3c-47fd-4239-8d9b-5153f7515bac,WB-PRD-0237-L2,2,What percentage of producers using the 'Valpolicella' appellation are represented by the Consorzio per la Tutela dei Vini Valpolicella?,Over 80%,I don't have reliable knowledge of this specific statistic,0.25,"While I know the Consorzio per la Tutela dei Vini Valpolicella is the regulatory body for the Valpolicella appellation in Italy, I don't have accurate data on what percentage of producers it represents, and guessing a specific number would be unreliable.",False,0.123,True,1913,160,109,,pass
0f166702-cb2b-433c-acd9-a3e91f966187,WB-BIZ-0193-L2,2,"An intergovernmental body dedicated to vine and wine matters counts 50 member states, which together account for roughly 85% of the world's wine output. Which organisation is described?",OIV (International Organisation of Vine and Wine),International Organisation of Vine and Wine (OIV),0.85,"The OIV is the primary intergovernmental organization focused on vine and wine matters, has approximately 50 member states, and these members collectively represent roughly 85% of global wine production.",True,0.896,True,1719,160,86,,fail
e8263a4d-5ae5-4248-aa76-0951fa840317,WB-BIZ-0194-L2,2,"Within the European Union's wine classification framework, two broad quality tiers exist. The superior tier is designated as quality wines produced in specified regions (QWPSR). What term is applied to the subordinate tier?",Table wine,Table Wine,0.45,"The EU wine classification traditionally distinguished between quality wines (QWPSR) and lower-tier wines, but I'm uncertain whether the subordinate tier is specifically called 'Table Wine' or uses another designation like 'Wine' or 'Regional Wine' under current EU regulations.",True,1.0,True,1991,166,95,,fail
182ed49d-6461-4c5a-916b-e8e074df6dbb,WB-BIZ-0195-L2,2,"In 2023, which country led the world in wine exports measured by volume, ahead of Spain and France?",Italy,Italy,0.45,"Italy, Spain, and France are traditionally the top wine exporters by volume, but I'm uncertain about the specific 2023 rankings and whether Italy actually led that year, as Spain and France have historically been very competitive in export volumes.",True,1.0,True,2144,144,84,,fail
869f68e5-6864-4dda-a3c2-93b9824545e4,WB-PRD-0239-L2,2,Which of the following structures is commonly associated with large-scale winery operations due to the need for bulk storage of fermenting or aging wine?,Tank farms,Tanks (or large fermentation/storage tanks),0.85,"Large-scale wineries require bulk storage capacity for fermenting and aging wine, which is typically provided by large stainless steel tanks, concrete tanks, or wooden vats rather than small barrels, as these structures allow for efficient volume management and temperature control.",False,0.346,True,1718,150,97,,fail
2088f639-4950-4f56-a767-0a8f4ecaad66,WB-WMK-0197-L2,2,"In red wine deterioration studies, a strong rise in acetaldehyde was linked to the use-up of which sulfur-related measure, along with shifts in hue, indicating oxidation?",Free SO₂,sulfur dioxide (SO2) or free sulfur dioxide,0.72,"Sulfur dioxide is the primary antioxidant and antimicrobial agent in winemaking, and its depletion is directly linked to oxidation processes including acetaldehyde accumulation and color shifts in red wines, as SO2 becomes consumed protecting against oxidative deterioration.",False,0.28,True,1626,162,107,,fail
38aa74e2-e231-4881-a205-e1e937e67691,WB-PRD-0240-L2,2,"A winery founded in the early 1970s is situated in a high-altitude subregion of the Barossa zone in South Australia, specifically within the Eden Valley. Which of the following is this estate?",Mountadam Vineyards,Heysen,0.45,"Heysen is a known Eden Valley winery, but I'm not sufficiently certain about its founding date being specifically early 1970s or whether it's the most prominent high-altitude Barossa/Eden Valley estate from that era to answer with confidence.",False,0.24,True,1877,166,93,,fail
9aafcdf8-c43c-4783-923e-fa981d4f3f72,WB-WMK-0198-L2,2,"In Missouri, dry bottlings of Vidal blanc are often described with which palate profile, resembling Chardonnay after malolactic conversion?",Full-bodied with a buttery texture,buttery,0.6,"Malolactic conversion in Chardonnay typically produces buttery, creamy characteristics, and the question suggests Missouri dry Vidal blancs are described similarly, making 'buttery' the most likely palate descriptor.",True,1.0,True,1379,154,84,,fail
5c2224a1-656d-474c-b8bb-5a681b528f4a,WB-PRD-0238-L2,2,A Chilean winery established in the mid-1990s was founded by a French winemaker and his wife after more than a decade of searching the country for a suitable site to build a home and plant vineyards. In which year was this estate officially founded?,1996,1997,0.35,"The question describes a Chilean winery founded in the mid-1990s by a French winemaker and his wife, which matches the profile of several notable Chilean estates, but without more specific identifying details, I cannot reliably distinguish which winery this refers to or pinpoint the exact founding year with confidence.",True,0.75,True,2297,176,99,,warn
97aeae7a-47ad-480f-a3fb-0978cdac91be,WB-WMK-0199-L2,2,A New Zealand wine region sets a lees-aging requirement of at least 18 months. Which region is it?,Marlborough,"Champagne method sparkling wine regions, likely Marlborough or Central Otago",0.35,"While I know New Zealand has strict regulations for méthode champenoise sparkling wines requiring extended lees aging, I cannot confidently identify which specific NZ region has an official 18-month minimum requirement without external verification.",True,1.0,True,1991,146,99,,pass
fd44a172-72b7-4bf9-90e0-467801d31957,WB-GRP-0237-L2,2,"One of these grapes is described as giving a deeply extracted wine with a distinctive bouquet and an even, integrated palate, while the other is noted for a balanced white wine marked by clear acidity and spicy-floral aromatics. Which grape matches the first profile?",Saperavi,Nebbiolo,0.72,"The first profile describing deeply extracted wine with distinctive bouquet and integrated palate strongly suggests a full-bodied, complex red grape like Nebbiolo, while the second profile of balanced white with clear acidity and spicy-floral notes suggests Gewürztraminer or similar aromatic white.",False,0.25,True,1564,178,101,,fail
f1263429-7a28-4fdf-a1e6-47e9ede9429f,WB-GRP-0275-L2,2,"A winemaker in Canada is deciding how to best utilize their Vidal blanc grapes, which are a hybrid varietal known for their versatility. The grapes have developed some botrytis bunch rot on the long, tight clusters. What style of wine should the winemaker prioritize to take advantage of Vidal blanc's unique characteristics?",High-quality ice wine,Icewine (or dessert wine with botrytis),0.85,"Vidal blanc is specifically renowned as Canada's premier icewine grape due to its ability to retain acidity while concentrating sugars, and the presence of botrytis on the clusters further supports pursuing a sweet/dessert wine style that leverages these concentrated flavors.",False,0.271,True,1738,195,106,,warn
4b7b3841-1e15-4e6f-81ea-c4cecce89cfa,WB-VIT-0233-L2,2,"A winemaker is planning a new Vitis vinifera block in a site where a root-feeding, aphid-like pest is already present. The team is considering whether to plant own-rooted vines for all cultivars or to use grafted material, and they also know that different grape cultivars do not all react to this pest in the same way. Which plan best fits these conditions?","Use grafted V. vinifera planting material across the block, while also accounting for cultivar-by-cultivar differences in vulnerability when choosing what to plant.","Use grafted material with rootstocks selected for resistance to the pest, as different cultivars have varying susceptibility and grafting allows matching scion varieties with resistant rootstocks.",0.75,"The root-feeding aphid-like pest is almost certainly phylloxera, and the standard viticultural solution is grafting onto resistant rootstocks rather than own-rooted vines, which allows cultivar-specific matching while protecting against the pest.",False,0.419,True,2040,206,124,,fail
cb90b7c7-4a38-4b6c-9c90-025c70df4adb,WB-GRP-0271-L2,2,"A winemaker is preparing a new planting plan for a red variety whose shoots tend to grow vertically and develop sturdy woody growth. For the Spanish-facing label, the team wants to use the local Spanish grape name and highlight that the variety is historically associated with Spain. They also want to source fruit from a Spanish region known for substantial plantings of that grape. Which plan best fits all of those goals?","Plant Grenache and market it in Spain under the name Garnacha, sourcing from a region such as Terra Alta.",Tempranillo from Rioja or Ribera del Duero,0.72,"Tempranillo is Spain's most prestigious red variety with vigorous upright growth, is historically associated with Spain, has Spanish regional names (Tinto Fino, Cencibel), and is substantially planted in major Spanish regions like Rioja and Ribera del Duero.",False,0.288,True,1918,206,112,,fail
6e93d544-644f-4991-9f17-bd3fd3f94285,WB-REG-0221-L2,2,A winemaker in a well-known northeastern Hungarian appellation is planning the cellar lineup for the next release. The team wants to showcase the area's breadth while also introducing a bottle that sits between standard table wine and the most intensely sugary specialty wine made there. They also want that intermediate bottling to stand out through greater strength than a regular wine. Which wine style best fits that production goal?,A Szamorodni bottling,Late Harvest (Szamorodni or Aszú-style wine with moderate botrytis),0.72,"Northeastern Hungary's most famous appellation is Tokaj, known for a spectrum from dry Szamorodni through increasingly sweet Aszú levels (3-6 puttonyos) to intensely sweet Eszencia; a moderately sweet Aszú (3-4 puttonyos) would sit between table wine and the most extreme styles while having elevated alcohol from botrytized grapes, fitting the brief perfectly.",False,0.414,True,2306,205,152,,fail
9efb2bc5-cbb7-4d0c-9823-a7fce76f9d40,WB-GRP-0265-L2,2,"A California winemaker is reviewing historical records from her family's estate, which operated before Prohibition. She finds that one grape in their old vineyard was once planted in significant quantities and used primarily as a component in bulk blended wines. Looking at current plantings on her estate, she notes the same variety is seeing renewed interest but is still most commonly destined for blending programs rather than bottled alone. She's considering expanding these vines and is researching where else in the Americas the grape is grown to identify potential clonal sources or technical partners. Which grape and usage pattern best matches her situation?","Malbec — historically used in California for bulk blends before Prohibition, still chiefly a blending grape in the state today, with additional New World plantings in Brazil, Peru, Bolivia, Mexico, British Columbia, and Ontario",Carignan,0.72,"Carignan was widely planted in California before Prohibition for bulk blending wines, nearly disappeared post-Prohibition, and is now experiencing a revival primarily in blending programs while still being grown in other parts of the Americas like Mexico and South America, making it a logical candidate for a winemaker seeking clonal sources and technical partners.",False,0.009,True,3276,245,108,,warn
498d9f23-03f8-425e-8bd9-6909d68451d4,WB-REG-0233-L2,2,"A winemaker in Germany is preparing to label a new rosé-style wine produced from a late-harvest red grape variety known for producing both still and dessert wines. The wine was made from fruit harvested at high sugar levels and will be labeled with a regional village name combined with a vineyard site whose local name translates to a timekeeping device. Given the complexity of German wine nomenclature and the style of this wine, which of the following best describes a key consideration for accurately representing the wine on the label?","The label should combine the village name with the vineyard name in a recognized format, and the wine may range from dry to sweet despite its late-harvest origin.","The wine must be labeled with its Prädikat designation (likely Auslese or higher) to accurately reflect the high sugar levels at harvest, and the label should clearly indicate the village name and vineyard site name (Uhr/clock-related) according to German wine law requirements for precision in origin designation.",0.6,"German wine law requires Prädikat wines made from late-harvest high-sugar fruit to display their quality level, and the specific vineyard designation (Einzellage) with village name is mandatory; the 'timekeeping device' vineyard name likely refers to a real German vineyard with 'Uhr' (clock) in its name, making accurate designation of both the Prädikat level and precise vineyard location the key labeling consideration.",False,0.384,True,3368,230,196,,fail
eddb0bf3-0f5c-4f19-99c6-e3582373b55b,WB-WMK-0224-L2,2,"A U.S. winery is finalizing labels for a grape wine that lab analysis shows at 14.4% alcohol by volume. The production team wants to keep the wine in the standard table-wine category if possible, while staying compliant with federal labeling rules. Which label plan is compliant and best fits that goal?",List 14.0% alc/vol on the label and market it as table wine.,Label the wine as 14% alcohol by volume,0.72,"U.S. federal regulations allow rounding of alcohol content to the nearest 0.5% increment on labels, so 14.4% ABV can be rounded down to 14% ABV, keeping it in the standard table wine category (typically defined as under 14% or up to 14% ABV) while remaining compliant with TTB labeling rules.",False,0.265,True,3637,190,123,,warn
a2a61aa1-751f-460a-b20e-34e5e889aad0,WB-WMK-0215-L2,2,A winemaker is concerned about potential microbial growth in their wine during fermentation. They are considering sending samples to an ISO-accredited laboratory for accurate ethanol analysis. Which of the following statements about the effects of ethanol on microorganisms in wine is NOT correct?,Wine is able to support the growth of human pathogens despite its ethanol content,Ethanol has no effect on microbial growth and wine can ferment safely at any ethanol level,0.75,"Ethanol is a well-established antimicrobial agent that inhibits microbial growth in wine; claiming it has no effect would be factually incorrect, making this the most likely 'NOT correct' statement among typical options about ethanol's protective role during fermentation.",False,0.363,True,2168,179,114,,fail
6b1d5f08-402e-43fa-9425-097d59e1f3a8,WB-REG-0229-L2,2,"A winemaker in the Auckland wine region of New Zealand is deciding on the production approach for their rosé wine. Considering the local market preferences and geographical indication, what style should they aim for?","A crisp, fresh, and fruit-forward style meant for immediate consumption","A dry, pale rosé with fresh acidity and red fruit flavors, likely using Pinot Noir or other cool-climate varieties",0.6,"Auckland is in a warm maritime climate region of New Zealand known for quality wines; New Zealand rosés typically emphasize freshness and dryness rather than sweetness, and the region's Pinot Noir production suggests this would be a natural choice for rosé production.",False,0.454,True,2172,162,119,,fail
350abc4a-44ea-4492-80c0-3bebe300d385,WB-REG-0230-L2,2,"A winemaker in the Po Valley is considering producing a red sparkling wine. To appeal to consumers interested in the historical roots of the style, which country's tradition in red sparkling winemaking should they emphasize in their marketing?",Italy,Italy,0.7,"Red sparkling wine (Lambrusco) has deep historical roots in the Emilia-Romagna region near the Po Valley, making Italy the country most associated with the traditional style of red sparkling wine production.",True,1.0,True,1256,170,81,,warn
fbf83c9a-3627-4ff7-a694-100b38f2423d,WB-REG-0226-L2,2,"A viticulturist is advising a client who wants to establish a new vineyard in the northwestern part of a South American wine-producing country where plantings are concentrated in provinces such as La Rioja, Salta (notably the Calchaquí Valleys), and the larger Mendoza region. The client is weighing sites in the northwestern provinces versus sites further south. During early spring, one of the primary viticultural hazards specific to the northwestern zone must be factored into canopy design, trellis reinforcement, and flowering-period risk management. Which hazard should most directly shape the vineyard engineering decisions for the northwestern site?",Powerful dry downslope winds descending from the Andes that strike during the flowering period,Hail,0.85,"Northwestern Argentina (La Rioja, Salta, Calchaquí Valleys) is notorious for severe hail storms during spring and early summer, which directly necessitates reinforced trellis systems, protective canopy design, and flowering-period risk management strategies that southern regions like lower Mendoza experience less frequently.",False,0.082,True,2979,259,106,,fail
4feb75f9-2f01-4b7c-87c3-567b4da588c5,WB-REG-0223-L2,2,"A Hungarian winemaker is designing a tiny-lot bottling from grapes affected by noble rot. In the cellar briefing, she wants the team to use the historically accurate term for this style, explain why the wine will be marketed for very small pours, and justify premium positioning with a famous royal endorsement. Which briefing statement best fits all three goals?","Call it aszú, a word first tied to dried fruit that later became linked to wine from botrytised grapes; present it as an intensely concentrated, extremely sweet wine best served in modest amounts, and mention that a Swedish king said it belonged on the papal table.","This is a Tokaji Aszú production, which we'll market in small pours because the wine's intense sweetness and complexity demand sipping rather than gulping, and we can leverage the historical prestige of Tokaji's royal Hungarian and European court endorsements, particularly its favor among Austrian and Russian nobility.",0.72,"Tokaji Aszú is the historically accurate Hungarian term for noble-rot-affected wines, the extreme sweetness naturally justifies small pours (traditionally measured in puttonyos), and Tokaji has well-documented royal endorsements from European courts, though I'm less certain about the specific framing of a single 'famous' endorsement versus general historical prestige.",False,0.027,True,3434,197,180,,warn
248541a9-ce76-456b-86b1-f5cbe76f6cc0,WB-REG-0232-L2,2,A California winemaker is deciding where to source grapes for a new vineyard project. They are considering AVAs established in the 1980s versus those established more recently. Which of these is the most recently established AVA?,Paso Robles Estrella District,I cannot reliably identify which specific AVA from the options provided is the most recently established without seeing the choices,0.3,"While I know many California AVAs were established in the 1980s and beyond, the question presents a comparison without listing the specific AVA options to choose from, making it impossible to provide an accurate answer.",False,0.225,True,1921,169,99,,fail
39c4b902-9166-4f7c-a959-2b03481ae454,WB-PRD-0241-L2,2,"A Lebanese winemaker is deciding whether to pursue organic certification for their vineyards in 2024. The winery is located near towns that were heavily targeted during a recent conflict, but the winery itself was spared damage. The winemaker knows that the first certified organic wine in Lebanon, labeled Adyar, has recently gained attention from connoisseurs. What factor would be most important for the winemaker to consider in their decision?",Potential damage to the vineyards from the nearby conflict,"The economic viability and market demand for certified organic Lebanese wines, given the premium pricing potential and growing international interest in organic wines from emerging regions",0.6,"While the conflict context is mentioned, the most practical business decision for a winemaker would center on whether organic certification provides sufficient market advantage and financial return to justify the conversion costs and compliance requirements, especially given the recent success of Adyar demonstrating market receptiveness to Lebanese organic wines.",False,0.268,True,2252,216,121,,fail
85e76c57-84fb-4850-a697-26e76b2cf9e0,WB-BIZ-0197-L2,2,"A winery is deciding how to describe a site-based designation in its internal production and labeling policy. The winemaking team wants language that reflects three points: the category can be uncorked and consulted from time to time over many years, it is essentially a shared statement of principles emphasizing that where a wine comes from matters and that geographic names deserve safeguarding, and some similar-looking systems set up by growers' groups do not provide that same place-name protection. Which policy wording best fits those requirements?","Treat it as a long-term reference framework centered on origin and defense of geographic names, while distinguishing it from producer-created schemes that may lack legal name protection.",Appellation of Origin (AOC/AOP) or Protected Designation of Origin (PDO),0.72,"The three criteria—living document status ('uncorked and consulted'), shared principles emphasizing terroir and place-name protection, and distinction from weaker grower-group systems—align with formal protected designation frameworks like AOC/AOP or PDO, which provide legal safeguards that informal grower associations typically do not.",False,0.281,True,1975,231,124,,fail
f09ff49e-9694-4fe7-8ebe-037ec692b945,WB-VIT-0220-L2,2,"A winemaker is evaluating a vineyard site located at 33°S latitude, where red wine production dominates. Despite the low-latitude, hot climate, successful viticulture is sustained due to a strong maritime influence. The region’s total vineyard area is just over 1,100 hectares, which is exceptionally small for a commercial wine-producing zone. Given these conditions, which factor is most critical in enabling quality red wine production here?",The moderating effect of oceanic airflow lowering average growing season temperatures,Diurnal temperature variation (cool nights from maritime influence moderating daytime heat),0.72,"At 33°S in a hot climate, maritime influence typically creates significant day-night temperature swings that slow ripening and preserve acidity/freshness in red wines, which is the primary mechanism enabling quality viticulture in otherwise marginal hot regions; this matches the description of a small, specialized region like Casablanca Valley (Chile) or similar maritime-influenced zones.",False,0.251,True,2701,217,130,,fail
c12d532a-00b1-4a8a-9aae-6bef2b193bd7,WB-PRD-0244-L2,2,"You are a winemaker consulting for a family-owned winery in Australia. The current owner, Bill Moularadellis, tells you that the winery was established in the Barossa Valley in the 1990s when stainless steel tanks were introduced to the region. As of 2012, the Barossa Valley had 37 wineries. Based on this information, what can you infer about the likely location and ownership of the winery?",The winery is likely located in the Barossa Valley and has been family-owned since the 1990s.,"The winery is likely located in the Barossa Valley region of South Australia, and is family-owned as stated by the current owner Bill Moularadellis, though the claim about stainless steel introduction in the 1990s is historically inaccurate as stainless steel was adopted in Australian winemaking decades earlier.",0.35,"While the Barossa Valley location and family ownership are clearly stated, the premise about stainless steel being introduced to the region in the 1990s contradicts established wine history, making the scenario internally inconsistent and suggesting either misinformation or a test of critical evaluation rather than straightforward inference.",False,0.416,True,2556,220,166,,warn
95450211-37ff-4db5-af99-be40c625335a,WB-REG-0231-L2,2,"A winemaker in one of Germany's 13 quality wine regions is deciding whether to mechanize their vineyard operations. The winery is known for producing light-colored red wines, similar in style to those from Alsace. What should the winemaker consider when making this decision?",Mechanization is impossible due to the steep slopes and manual labor requirements,"The winemaker should consider that mechanization may be unsuitable because: (1) light-colored red wines (likely Pinot Noir/Spätburgunder) require careful, selective harvesting to maintain quality and achieve the desired pale color; (2) German quality wine regions have strict regulations that may limit mechanization; (3) steep vineyard terrain in regions like Mosel, Rheingau, and Ahr (known for light reds) makes mechanical harvesting impractical; (4) hand-harvesting allows for selective picking of optimal ripeness levels critical for this delicate style; (5) the Alsace-style approach emphasizes quality over volume, favoring traditional methods.",0.72,"I'm drawing on knowledge that German quality wine regions prioritize hand-harvesting for premium wines, that Spätburgunder (Pinot Noir) requires careful selective picking, that steep German vineyard terrain is mechanization-hostile, and that light-colored red wines demand quality-focused viticulture practices, but I'm uncertain about specific regulatory constraints and which of Germany's 13 regions this winery operates in.",False,0.131,True,3573,182,275,,warn
3101d90b-10d9-4038-97fb-36c4aa985679,WB-GRP-0258-L2,2,"A winemaking team in a cool-climate region of South America has recently identified a neglected vineyard block that was originally planted over a century ago. The vines show genetic resistance to certain fungal pressures despite the site's high humidity, which the viticulturist attributes to modern clonal selections developed after earlier struggles with fruit integrity. This is particularly significant because, during the mid-20th century, large portions of this particular variety were removed from the region due to its susceptibility to rot and replaced with other cultivars. Given the historical challenges with this grape, which had nearly led to its regional disappearance, what is the most likely reason the winery is now reevaluating its focus on this old planting?","The discovery of century-old vines, combined with improved clones, suggests reliable fruit quality despite past rot issues.","The winery is reevaluating this old planting because modern clonal selections have developed disease resistance that addresses the historical rot susceptibility, allowing them to reclaim a heritage variety that was nearly lost to the region while meeting contemporary quality and sustainability standards.",0.45,"While the scenario describes classic viticulture challenges (fungal pressure, clonal selection, heritage variety recovery) common to cool-climate South American regions like Chile or Argentina, the specific variety cannot be definitively identified from the clues given, and the exact motivations for reevaluation could involve market trends, heritage preservation, or terroir expression rather than solely disease resistance improvements.",False,0.268,True,2700,274,164,,fail
eab7dd75-bc74-44ad-ba97-822ce1374744,WB-VIT-0224-L2,2,"You are a vineyard manager monitoring the health of your grapevines. During the growing season, you notice some vines with dead spurs and shoot dieback, which are canopy symptoms that could indicate Eutypa dieback or other trunk diseases. What is the best course of action to manage this potential issue?",Mark the symptomatic vines and reexamine them the following spring through late summer or fall.,"Remove and destroy affected vines, sterilize pruning tools between cuts, prune out dead wood, apply wound dressing to cut surfaces, and improve canopy management for better air circulation and light penetration to reduce fungal pressure.",0.72,"Eutypa dieback is a fungal trunk disease managed through sanitation practices, removal of severely affected vines, proper wound treatment, and cultural practices that reduce fungal spore infection opportunities, though my confidence is moderate as specific vineyard management protocols can vary by region and disease severity.",False,0.242,True,2575,188,142,,warn
19322555-e5fc-40ec-8136-1444d167a764,WB-GRP-0262-L2,2,"A winemaking consultant is evaluating a specific white grape variety for two different clients. The grape in question derives its moniker from the Roman equivalent of the Greek deity Dionysus. Client Alpha is located in the United Kingdom, while Client Beta operates in standard viticultural environments in Germany. Both clients are asking if they should release a 100% unblended wine from this variety. How should the consultant direct their respective winemaking strategies?","Support Client Alpha's plan since the variety flourishes in their climate as a signature regional grape, but caution Client Beta that their standard environment is rarely optimal for an unblended version.",Client Alpha (UK) should NOT release a 100% unblended wine from this variety due to challenging ripening conditions in the UK climate; Client Beta (Germany) CAN release a 100% unblended wine as this variety (Bacchus) is well-suited to German viticultural conditions and commonly produced as a varietal wine there.,0.72,"The grape variety is Bacchus (named after the Roman god equivalent to Dionysus), which is a German-bred interspecific hybrid that ripens reliably in Germany but struggles to achieve full ripeness in the UK's cooler climate, making it unsuitable for unblended release in the UK while being a legitimate varietal choice in Germany.",False,0.019,True,2582,214,181,,warn
dd7e9ec2-674a-4939-93b7-7c40596ec0e4,WB-VIT-0228-L2,2,"A vineyard manager is instructing a winter crew, evaluating the differences between spur and cane systems regarding how vines are trained and which structural wood is kept. The crew is working in a block where the standard practice involves completely cutting away the prior winter's fastened wood from the trellis. However, the manager spots several vines with damaged main stems but exceptionally robust, disease-free shoots growing from the base. How should the manager adjust the standard pruning protocol for these specific vines?","Preserve the robust shoots to serve as a new main stem or a lasting structural base for upcoming harvests, deviating from the usual practice of removing all previously fastened wood.","The manager should implement head pruning or cane renewal by selecting and training one of the robust basal shoots as a replacement cane/head, deviating from the standard protocol to preserve vine health and productivity despite the damaged main stem.",0.72,"When main stems are damaged but basal shoots are vigorous and disease-free, standard pruning protocol should be modified to utilize these healthy shoots as replacement wood rather than discarding them, which aligns with adaptive vineyard management principles that prioritize vine longevity and avoiding complete loss of productive capacity.",False,0.385,True,2425,226,144,,warn
506fd958-959c-4e5a-9d96-325a0cf5dea0,WB-GRP-0272-L2,2,"An Austrian winery is preparing a planting proposal for a red program. The team wants a variety whose family history was only recently clarified by genetic testing: growers long suspected a Pinot connection, and the newer evidence showed that suspicion was right while also indicating a second parent that may be Savagnin. Management also wants something that fits the market pattern seen locally, where this grape lost ground in the 1990s but gained momentum again during the red-wine upswing of the 2000s. Which grape best matches the brief for the winemaker's planting decision?","St. Laurent, a red grape now understood through DNA work to descend from Pinot noir and another parent that may be Savagnin, and one that rebounded in Austria during the 2000s after a weaker 1990s.",Blaufränkisch,0.35,"While Blaufränkisch is an Austrian red that experienced market fluctuations, I'm uncertain whether its parentage involves Pinot and Savagnin, or whether genetic testing has definitively clarified this—the clues point toward a grape with recently-confirmed Pinot heritage and possible Savagnin connection, but I cannot confidently confirm Blaufränkisch matches all criteria.",False,0.086,True,2413,245,125,,fail
78b8a5bc-b0c4-4d2f-a107-b415d2e0cd91,WB-VIT-0232-L2,2,"A winemaker is evaluating a large South African district for a new terroir-focused still wine project. The team wants an area where emergency anti-frost measures are usually not a major planning issue during the November-to-April season, but where site selection still matters because the broader zone contains many different climate patterns and soil profiles. They also want to place the project in sub-areas whose site-expressive wines have recently renewed attention for the district. Which choice best fits that brief?","Develop the project in Franschhoek Valley or Wellington, emphasizing careful parcel selection within the larger district.",Stellenbosch,0.72,"Stellenbosch is a large, established South African district with diverse microclimates and soil profiles where site selection significantly impacts wine expression, generally avoids severe frost issues during the growing season due to its moderate elevation and maritime influence, and has experienced renewed focus on terroir-driven still wines in recent years across various sub-zones.",False,0.136,True,2757,222,109,,fail
