fact_id,domain,subdomain,fact_text,ok,world_solvable,confidence,candidate_question,candidate_answer,reasoning,latency_ms,input_tokens,output_tokens,error
ab3b15a9-a620-49b4-b48d-76bfb109a00f,winemaking,new_zealand,Some Rosé is made by the saignée (to bleed) method.,True,True,0.85,What does the saignée method refer to in winemaking?,A method of making rosé wine by bleeding off juice from red wine fermentation tanks,"The saignée method is a well-established winemaking technique taught in standard enology courses and widely discussed in wine literature, making it part of general wine knowledge that a strong LLM would likely know.",12085,279,133,
c828e5c1-a9b4-44fd-a95d-26af332ea726,wine_business,,Consumer awareness of environmental sustainability and concern for food safety and quality is driving increased demand for organic and biodynamic (BD) produce.,True,True,0.92,What consumer concerns are driving increased demand for organic and biodynamic produce?,"Environmental sustainability, food safety, and quality concerns",The link between consumer environmental and food-safety concerns and organic/biodynamic product demand is well-established general knowledge that any strong LLM would reliably know from broad training data.,1912,288,121,
c96e1b7d-81c5-4cf3-8652-b7b160754f5f,wine_regions,italian_appellations,Vino Nobile di Montepulciano DOCG requires minimum 70% Sangiovese (locally called Prugnolo Gentile).,True,False,0.15,What is the minimum percentage of Sangiovese required in Vino Nobile di Montepulciano DOCG?,70%,"While knowledgeable wine enthusiasts might know Sangiovese is the primary grape, the specific 70% minimum threshold is a precise regulatory detail that requires either specialized wine knowledge or access to DOCG specifications.",1812,298,134,
c900b421-fdd8-4293-8c96-0972bcf6492c,viticulture,usa,"Hames Valley AVA encompasses about 16 square miles (10,240 acres) with 630 acres (255 ha) of cultivation and wholly lies within the vast Monterey viticultural area.",True,False,0.95,How many acres of cultivation does Hames Valley AVA have?,630 acres (255 hectares),This is a specific quantitative detail about a relatively obscure AVA that would not be part of general wine knowledge and requires knowledge of this particular fact.,2158,307,111,
caadce28-4221-4b92-a263-34f85291bea5,wine_regions,italian_regions,The Valle d'Aosta region of Italy does not have any DOCG appellations.,True,False,0.15,How many DOCG appellations does the Valle d'Aosta region of Italy have?,Zero (none),"Valle d'Aosta is a small, lesser-known Italian wine region, and the precise count of its DOCG designations is regulatory minutiae that would not be part of general wine knowledge even for strong LLMs.",1796,281,129,
cb24a400-22d5-475d-8430-bbfe8ef1e1d7,wine_business,consortiums,The Consorzio del Vino Brunello di Montalcino represents over 200 wineries.,True,False,0.15,Approximately how many wineries does the Consorzio del Vino Brunello di Montalcino represent?,Over 200 wineries,"While Brunello di Montalcino is a famous Italian wine region, the specific membership count of its Consorzio is regulatory minutiae that would not be reliably known by most LLMs without access to current data.",2050,287,140,
ca7a8f03-844e-4f4c-adca-80cc5e98f740,wine_regions,germany,"Weißherbst wines also range from dry to sweet, such as rosé Eiswein from Spätburgunder.",True,False,0.25,What is Weißherbst and what range of sweetness levels can it exhibit?,"Weißherbst is a German rosé wine that ranges from dry to sweet, including styles like rosé Eiswein made from Spätburgunder grapes.","While Spätburgunder and Eiswein are known wine terms, the specific regulatory definition of Weißherbst as a German rosé category and its precise sweetness range are niche German wine law details that most LLMs would not reliably know without specialized training.",2351,291,176,
ccdb9aa2-93d1-4c43-ae33-b478b5d29bf7,producers,lebanon_israel,"Gaston Hochar was succeeded by his sons, Ronald and Serge Hochar, with the latter managing the estate from 1959 until his death from a swimming accident in Mexico in 2014.",True,False,0.05,"How did Serge Hochar, who managed the Hochar wine estate from 1959, die in 2014?",He died from a swimming accident in Mexico,The specific circumstances of Serge Hochar's death (swimming accident in Mexico in 2014) is a niche biographical detail about a Lebanese winemaker that would not be part of general LLM training knowledge.,1862,307,141,
cdcb0ada-3fcd-4470-9eb9-d564eb0ee53a,viticulture,pest_disease_management,Grape phylloxera is an aphid-like insect that feeds on grape roots and is native to the eastern United States.,True,True,0.92,Where is grape phylloxera native to?,The eastern United States,The origin of phylloxera in eastern North America is a well-established historical fact taught in wine education and widely documented in general knowledge sources about viticulture.,1526,289,106,
cb615d07-e224-44ad-9c77-b3b2638e4cbb,grape_varieties,south_america,"According to wine expert Oz Clarke, most plantings of Torrontés in Chile are Torrontés Riojano and the grape is primarily used in the production of the Chilean brandy, pisco.",True,False,0.25,What is the primary use of Torrontés grapes in Chile?,Production of pisco (Chilean brandy),"While pisco production in Chile is known, the specific claim that Torrontés is 'primarily used' for pisco rather than table wine production is a precise assertion that most LLMs would likely not confidently answer without this fact, as Torrontés is also known for white wine production.",2759,306,144,
cfa525ca-242b-41c5-b089-e855f540a7b0,wine_regions,new_zealand,"New Zealand rosé is made to drink immediately rather than age, resulting in the crisp, fresh, fruit-forward flavours popular with the New Zealand public.",True,True,0.85,Is New Zealand rosé typically intended to be aged or consumed young?,"New Zealand rosé is made to drink immediately rather than age, with crisp, fresh, fruit-forward flavours","The general principle that most modern rosés (especially from cool-climate regions like New Zealand) are fresh, unoaked, and meant for early consumption is well-established wine knowledge, though the specific emphasis on New Zealand's market preference is somewhat niche.",1930,294,149,
cd01a928-2ba6-4edc-bf41-1c6baa0dca24,producers,australia,Kingston Estate is a family-owned winery now in the care of Bill Moularadellis.,True,False,0.05,Who is the current owner/caretaker of Kingston Estate winery?,Bill Moularadellis,"Kingston Estate is a niche regional winery and Bill Moularadellis is not a widely-known figure in mainstream wine knowledge, making this specific ownership fact unlikely to be in general LLM training data.",2136,282,123,
d0fbc55f-efc9-40f3-83fe-12f0adf31d53,winemaking,production_rules,"Prosecco DOC is produced in three styles: Spumante (sparkling), Frizzante (semi-sparkling), and Tranquillo (still).",True,False,0.75,In how many styles is Prosecco DOC produced?,"Three styles: Spumante (sparkling), Frizzante (semi-sparkling), and Tranquillo (still)","While educated wine enthusiasts know Prosecco comes in sparkling and still forms, the specific regulatory classification of exactly three DOC styles with these precise Italian terms is regulatory minutiae that requires knowledge of Prosecco DOC specifications rather than general wine knowledge.",2087,300,153,
d48bb4fd-dd59-47f8-9650-4740ae9b42b3,wine_regions,hungary,"== Other uses of the Tokaji appellation ==
Tokaji wines have been famous for a long time.",True,True,0.92,For how long have Tokaji wines been famous?,For a long time,"Tokaji is a well-known Hungarian wine region with centuries of documented history and prestige, making its long-standing fame part of standard wine knowledge that any strong LLM would reliably know.",1877,285,115,
d7107da6-d081-4b91-8990-c6dc089231e3,wine_regions,italy,Bolgheri Superiore is a wine-producing area within the Tuscany region of Italy.,True,True,0.92,In which Italian region is Bolgheri Superiore located?,Tuscany,"Bolgheri is a well-known wine region famous for Super Tuscan wines, and its location in Tuscany is established wine knowledge that a strong LLM would reliably know from training data.",1530,283,119,
d6b6b0b6-5fcd-4c32-b40a-2f361e4c1fbf,producers,italy_valpolicella,As the Consorzio represents more than the 80% of the producers using “Valpolicella” appellation.,True,False,0.15,What percentage of Valpolicella producers does the Consorzio represent?,More than 80%,This is a specific regulatory statistic about a particular Italian wine consortium's market share that would not be part of general wine knowledge and requires knowledge of this precise fact.,1862,288,113,
d2845f5f-c655-4484-a0ce-e828f87c9a54,grape_varieties,georgia,"Saperavi produces an extractive wine with a characteristic bouquet, a harmonious taste.",True,True,0.72,What are the characteristic qualities of wine made from the Saperavi grape?,Saperavi produces an extractive wine with a characteristic bouquet and harmonious taste.,"Saperavi is a well-known Georgian red grape, and a strong LLM would likely know it produces full-bodied, tannic wines with distinctive character, though the specific phrasing 'extractive' with 'harmonious taste' is somewhat subjective and might not be recalled with perfect precision.",2527,281,159,
d7165ca2-38bd-4d05-862c-1eeb469fa10d,grape_varieties,england,"== Grape varieties ==
According to WineGB, over 1,300 hectares (3,200 acres) had been planted by 2009.",True,False,0.95,How many hectares of vineyards had been planted in England/UK by 2009 according to WineGB?,"Over 1,300 hectares (3,200 acres)",This is a specific historical statistic about UK wine production that would not be part of general LLM training knowledge and requires the cited fact to answer accurately.,2160,296,130,
d7f79ef0-25c9-4628-8bd9-d3f5975256e7,producers,,"In 2022 it produced an authentic field blend called ‘Brother Nature’, comprising 12 white grape varieties interplanted together in one block and co-harvested and co-fermented in the Gemischter Satz style.",True,True,0.72,What is Gemischter Satz style wine?,A field blend style where multiple white grape varieties are interplanted together in one block and co-harvested and co-fermented together.,"Gemischter Satz is a recognized Austrian wine classification and style that would be in a strong LLM's training data, though the specific details of its production method might not be universally known with precision.",2045,313,143,
d993cfd0-d869-4fb1-853d-2f106c5dbba1,grape_varieties,england,The term may only be used for wine produced in conformation of the standards and using grapes grown in England at a maximum altitude of 220 m above sea level.,True,False,0.92,What is the maximum altitude at which grapes can be grown to produce wine under England's wine designation standards?,220 meters above sea level,This is a specific regulatory detail about English wine production standards that would not be part of general wine knowledge and requires knowledge of this particular fact.,1892,296,114,
d1a470d7-84e1-437f-9ba6-ac37006c38fa,winemaking,production_rules,Nebbiolo d'Alba DOC is produced from 100% Nebbiolo in designated areas of the Alba hills in Piedmont.,True,True,0.92,What is the primary grape variety used in Nebbiolo d'Alba DOC?,Nebbiolo,Nebbiolo d'Alba is a well-established Italian DOC with a classic grape-region pairing; strong LLMs would reliably know that Nebbiolo is the defining grape of Alba wines in Piedmont from general wine knowledge.,4864,292,133,
d9cfe961-973c-4782-adef-651e2e1faedb,wine_regions,us_avas,The North Yuba AVA was established in 1985 in California.,True,False,0.15,In what year was the North Yuba AVA established?,1985,The specific establishment year of a niche AVA is regulatory minutiae that most LLMs would not reliably know without explicit training on comprehensive AVA databases.,1808,278,106,
da950f1b-4428-4dac-b6f5-2ecf1d887fc2,viticulture,australia_nz,"Overall, the Hunter Valley has more soils (mostly hard, acidic patches of poorly draining heavy clay) that are unsuitable for viticulture than they have areas that are ideal for growing.",True,False,0.15,What type of soil dominates much of the Hunter Valley and presents challenges for viticulture?,"Hard, acidic, poorly draining heavy clay","While general knowledge about Hunter Valley wine exists, the specific soil composition and its unsuitability for viticulture is a detailed regional fact unlikely to be reliably known without direct exposure to this particular source material.",1849,302,129,
d9a5d7ca-ca86-4311-ac52-7e64176523fe,grape_varieties,england,Bacchus (grape) is now also the 3rd most planted grape in the UK after Chardonnay and Pinot Noir.,True,False,0.15,What is the 3rd most planted grape variety in the UK?,Bacchus,"This requires specific, recent UK viticulture statistics that are niche and constantly evolving; most LLMs would lack reliable knowledge of current UK grape rankings beyond knowing Chardonnay and Pinot Noir are major varieties there.",2332,293,125,
cc8eb4cc-3419-4015-bed1-833198fe3c7d,grape_varieties,new_zealand,"As is the case for other New Zealand wine, New Zealand Pinot Noir is fruit-driven, forward and early maturing in the bottle.",True,True,0.85,What are the characteristic flavor and aging profile of New Zealand Pinot Noir?,"New Zealand Pinot Noir is fruit-driven, forward, and early maturing in the bottle.","New Zealand's reputation for fruit-forward, approachable Pinot Noir is well-established wine knowledge that a strong LLM would likely know from general training data about wine regions and styles.",6724,292,138,
dacefe2c-1cba-4b13-9cd1-eb9fe3355f47,wine_business,oiv_standards,The OIV has 50 member states representing approximately 85 percent of global wine production.,True,False,0.15,Approximately what percentage of global wine production do the OIV's 50 member states represent?,Approximately 85 percent,"This is a specific quantitative statistic about OIV membership and global market share that would require either direct knowledge of this particular fact or access to current OIV data, not general wine knowledge.",1887,282,126,
dae49748-ac9b-4c86-bb6f-aa336276bf12,viticulture,portugal,Encostas d'Aire is a Portuguese wine region located on the limestone hills extending across the northern end of the wider Lisboa wine region into the southwestern corner of the Beiras.,True,False,0.15,Which Portuguese wine region is located on limestone hills extending from the northern end of Lisboa into the southwestern corner of the Beiras?,Encostas d'Aire,Encostas d'Aire is a relatively obscure Portuguese wine region that most LLMs would not reliably know without specific training on niche Portuguese wine geography and administrative boundaries.,1750,300,131,
dc6b822b-9a81-429c-a61c-e0b232d69434,grape_varieties,us_labeling,Vinhão is an approved grape variety name for use on US wine labels per TTB regulations.,True,False,0.15,Is Vinhão an approved grape variety name for use on US wine labels according to TTB regulations?,Yes,TTB label approval status for specific grape varieties is regulatory minutiae that most LLMs would not reliably know without explicit training on TTB's approved varieties list.,1537,282,115,
db384a8a-ed30-4b54-9c4a-8c6cb397626a,wine_regions,us_avas,The Rutherford AVA was established in 1993 in California.,True,False,0.15,In what year was the Rutherford AVA established?,1993,The precise establishment year of a specific AVA is regulatory minutiae that most LLMs would not reliably know without explicit training on wine law documentation.,1767,278,104,
dc9481e6-18e7-44d9-aa7a-6dbc0c19fbae,winemaking,aging,Amarone della Valpolicella Riserva DOCG requires a minimum aging of 4 years from January 1 following the harvest.,True,False,0.15,What is the minimum aging requirement for Amarone della Valpolicella Riserva DOCG?,4 years from January 1 following the harvest,"While knowledgeable wine enthusiasts may know Amarone requires significant aging, the precise 4-year minimum and the specific regulatory detail about dating from January 1 following harvest are regulatory minutiae unlikely to be reliably retained in general training data.",1637,295,146,
dcf12ef5-c2f7-42a0-8372-35a593ec3d69,wine_regions,us_avas,The Madera AVA was established in 1984 in California.,True,False,0.15,In what year was the Madera AVA established in California?,1984,The specific establishment year of a regional AVA is regulatory minutiae that would not be part of general wine knowledge and requires memorization of this particular fact.,1469,277,105,
dcf0c88f-3ca0-4942-a333-357e59238972,producers,georgia,"In May 2006, Georgian Defense Minister Irakli Okruashvili stated that ""many [Georgian] wine producers exported falsified wine to Russia, because Russia is a market where you can sell even turds"".",True,False,0.15,"In May 2006, which Georgian government official made public statements about wine fraud in exports to Russia?","Irakli Okruashvili, Georgian Defense Minister",This is a specific historical statement by a particular official at a precise date that would not be part of general wine knowledge or widely retained in LLM training data about Georgian politics or wine fraud.,2354,310,132,
e250e9a9-7650-4950-8ca2-74df8a1d8245,wine_regions,chile,Pinot Noir is commonly produced in the Leyda Valley region of Chile.,True,False,0.25,Which wine region in Chile is known for producing Pinot Noir?,Leyda Valley,"While Pinot Noir production in Chile is general knowledge, Leyda Valley specifically is a relatively niche/lesser-known Chilean wine region that most LLMs would not reliably identify as a primary Pinot Noir producer without explicit training on this specific fact.",1910,280,136,
dd9043c8-44aa-4d43-abae-722754b96a67,producers,,"Château d'Angludet or Château Angludet, is a Bordeaux wine estate in the appellation Margaux, in the commune of Cantenac on the left bank of the Gironde.",True,True,0.85,In which Bordeaux appellation is Château d'Angludet located?,Margaux,"Margaux is one of the five premier cru communes of Bordeaux and widely known in wine education, though a strong LLM might occasionally confuse it with other Left Bank appellations without specific training on this château.",2217,310,126,
e2752f8c-0cba-43a5-9525-6f7cb38676e7,viticulture,australia,Most of the vineyards are found on the ironstone and sandy loam soils near Kingscote.,True,False,0.15,What types of soil are found in the vineyards near Kingscote?,Ironstone and sandy loam soils,"Kingscote is a small locality (likely in Kangaroo Island, Australia), and the specific soil composition of its vineyards is niche local/regional knowledge not widely covered in general LLM training data.",1512,285,131,
e3324b67-7a9e-4977-8d7f-065266ce394b,grape_varieties,usa,Willamette Valley AVA permits the Chardonnay grape variety.,True,True,0.85,Which grape varieties are permitted to be grown in the Willamette Valley AVA?,Chardonnay (among others),"Willamette Valley is a famous Oregon wine region well-known for Pinot Noir, and Chardonnay is a classic permitted variety in most major AVAs; a strong LLM would likely know this from general wine knowledge, though the specific regulatory detail might not be certain.",2101,278,146,
e4142805-5e92-4a8e-ab52-96f12246e853,grape_varieties,south_america,"=== United States ===

Prior to Prohibition in the United States, Malbec was a significant variety in California used mainly for blended bulk wine production.",True,False,0.15,What was the primary use of Malbec in California before Prohibition?,Malbec was used mainly for blended bulk wine production,"While LLMs know Malbec is associated with Argentina and that Prohibition occurred, the specific historical detail that Malbec was a significant California variety used for bulk blending pre-Prohibition is niche historical wine knowledge unlikely to be reliably recalled without the source fact.",1790,296,146,
e51a46e0-947d-4682-9442-fa42d0286c3e,wine_regions,appellations,Amarone della Valpolicella received DOCG status in 2009.,True,False,0.15,In what year did Amarone della Valpolicella receive DOCG status?,2009,"The specific year of DOCG designation is regulatory minutiae that would not be part of general wine knowledge; most LLMs would know Amarone is a prestigious Italian wine from Valpolicella, but the exact 2009 date is a precise fact unlikely to be reliably recalled without training on this specific information.",1703,280,147,
e4540c08-b648-4466-bc0b-934554c3a5ea,wine_regions,new_zealand,"Apart from any use as permitted under the Copyright Act 1994 (NZ), all other rights are reserved.",True,False,0.15,"Under New Zealand copyright law, what legislation governs permitted uses of copyrighted material?",The Copyright Act 1994 (NZ),This fact contains a specific legal citation (Copyright Act 1994 NZ) that is not wine knowledge and would require either specific legal knowledge or exposure to this exact document; a strong LLM might guess the general structure but not reliably produce the precise year and jurisdiction without prior exposure.,2295,285,146,
e514611c-8ccc-436d-966b-62ba22940b62,wine_regions,eu_regulations,"== Red sparkling wine ==
While the majority of sparkling wines are white or rosé, Australia, Italy and Moldova each have a sizable production of red sparkling wines.",True,False,0.25,Which countries are known for producing sizable quantities of red sparkling wine?,"Australia, Italy, and Moldova","While Australia and Italy's sparkling wine production is well-known, the specific claim that these three countries (particularly Moldova) each have 'sizable' red sparkling wine production is a precise comparative statement that would be difficult for an LLM to reliably answer without the fact, as red sparkling wine is a niche category and Moldova's role is particularly obscure.",2446,298,157,
e528b306-f46d-4683-a311-b6f679ff5980,winemaking,production_rules,Valpolicella Ripasso DOC Superiore must have a minimum alcohol content of 12.5% and requires at least 1 year of aging.,True,False,0.15,What is the minimum alcohol content required for Valpolicella Ripasso DOC Superiore?,12.5%,"While Valpolicella is a famous Italian wine region, the precise minimum alcohol threshold of 12.5% for the Ripasso Superiore designation is specific regulatory minutiae that would not be reliably known by most LLMs without explicit training on Italian DOC specifications.",1920,297,143,
e27d5f7e-82c9-48e8-9ffa-7fe400279d40,producers,,"Château La Tour Blanche, or La Tour-Blanche, is a sweet white wine ranked as Premier Cru Classé in the original Bordeaux Wine Official Classification of 1855. Belonging to the Sauternes appellation in Gironde.",True,False,0.15,What classification rank does Château La Tour Blanche hold in the 1855 Bordeaux Wine Official Classification?,Premier Cru Classé,"While the 1855 classification is famous, the specific ranking of individual châteaux—especially a Sauternes producer—is specialized knowledge that most LLMs would struggle to recall accurately without the fact being provided.",4425,320,136,
e7e0c8ac-3343-4c59-af10-afaaabbe8182,winemaking,eu_regulations,"=== Sweetness ===

The amount of sugar (dosage) added after the second fermentation and aging varies and will dictate the sweetness level of the sparkling wine.",True,True,0.92,What is the primary factor that determines the sweetness level of sparkling wine after the second fermentation and aging?,The amount of sugar (dosage) added after the second fermentation and aging,"The relationship between dosage and sweetness in sparkling wine is fundamental, widely-taught wine knowledge that any strong LLM would reliably know from general training on wine production methods.",1504,300,135,
e7cb7c72-cdec-4cca-a0a1-9f998436c26c,producers,,"After importing three different clones of Grüner Veltliner from Austria into Australia in 2006, and a further three clones/clonal selections in 2009.",True,False,0.15,In what year did Australia first import clones of Grüner Veltliner from Austria?,2006,This is a specific historical fact about a particular viticulture import event that would not be part of general wine knowledge and requires knowledge of this exact initiative.,2153,301,113,
e80320a6-c79e-4826-a463-e53cd1d1f01f,viticulture,south_america,"The small, 1,098-hectare winegrowing area is well known for its red wines.",True,False,0.95,What is the size in hectares of this winegrowing area?,"1,098 hectares",The precise hectare measurement is a specific factual detail that would not be reliably known from general training data without being told this fact.,1673,283,106,
dd1a2bc0-d88d-40b5-95ce-71106fd29077,viticulture,usa,"River Junction is an American Viticultural Area (AVA) located in southern San Joaquin County,  California west of the city of Modesto.",True,False,0.15,Where is River Junction AVA located?,"River Junction is an American Viticultural Area located in southern San Joaquin County, California, west of Modesto.",River Junction is a relatively obscure AVA that most LLMs would not reliably know the precise geographic location of without specific training on niche California wine regions.,6720,295,126,
e839ef66-369a-422b-bbb9-e0d4eb5a8e21,producers,south_america,"Two vineyards planted by Bodega Colomé in Salta are at elevations of 2,250 m (7,380 ft) and 3,000 m (9,800 ft).",True,False,0.95,What are the elevations of the two vineyards planted by Bodega Colomé in Salta?,"2,250 m (7,380 ft) and 3,000 m (9,800 ft)","This asks for specific elevation data about a particular producer's vineyards, which is niche operational detail unlikely to be in general training data rather than widely-known wine region knowledge.",2076,311,145,
e9052535-5986-4b78-a760-68d287f33d01,grape_varieties,loire,"AOC Bonnezeaux, located in Anjou, produces sweet white wines exclusively from the Chenin grape variety.",True,False,0.25,What grape variety is exclusively used to produce AOC Bonnezeaux wines?,Chenin Blanc (or Chenin),"While Chenin Blanc is a well-known Loire Valley grape, the exclusive use of Chenin in the specific AOC Bonnezeaux appellation is regulatory minutiae that requires knowledge of this particular appellation's rules rather than general wine knowledge.",2074,288,139,
e68dc6fd-9a33-4bd7-95eb-6a0d88f95a46,wine_regions,south_america,"Argentine wine is most widely planted in the northern provinces of La Rioja and Salta, particularly the Calchaquí Valleys, but has spread to Mendoza.",True,False,0.25,Which Argentine wine regions are located in the northern provinces of La Rioja and Salta?,The Calchaquí Valleys,"While Mendoza is famous as Argentina's primary wine region, the specific claim that Calchaquí Valleys in La Rioja and Salta are the most widely planted areas is a precise geographic-distributional fact that most LLMs would struggle to confirm without explicit training on detailed Argentine wine geography.",4323,299,151,
e9975547-cf46-4357-8dd4-3be8e0857186,wine_regions,austria,Neusiedlersee DAC is loosely modelled on the French Appellation d'Origine Contrôlée (AOC) system.,True,False,0.25,What system is the Neusiedlersee DAC wine classification loosely modelled on?,The French Appellation d'Origine Contrôlée (AOC) system,"While a strong LLM would know that AOC is a French system and that DAC is an Austrian classification, the specific claim that Neusiedlersee DAC was 'loosely modelled on' AOC is a precise regulatory/historical detail unlikely to be reliably in training data without explicit exposure to this fact.",2355,296,168,
ea038bea-db5d-461d-8c5d-342e5140aef0,grape_varieties,georgia,"== Wine style ==
Rkatsiteli makes a noticeably acidic, balanced white wine with spicy and floral notes in the aroma.",True,False,0.15,What are the characteristic flavor and aroma notes of Rkatsiteli wine?,"Rkatsiteli makes a noticeably acidic, balanced white wine with spicy and floral notes in the aroma.","While Rkatsiteli is a known Georgian grape, the specific sensory profile (spicy and floral notes, degree of acidity) is a precise tasting descriptor that would require either direct knowledge of this particular wine or the source material itself.",2062,295,157,
ec9da6b2-5d0e-4a7e-b33e-e05f60c4cbec,wine_regions,germany,German wine mechanisation is impossible and a lot of manual labour is needed to produce the wine.,True,True,0.85,Why does German wine production require significant manual labour compared to other major wine regions?,"Because the steep terrain and challenging geography of German vineyards, particularly in regions like the Mosel and Rhine, make mechanisation difficult or impossible.",The steep slopes of famous German wine regions are well-documented general knowledge that would lead an LLM to correctly infer the labour-intensive nature of German viticulture.,2088,280,140,
ec044606-fc12-403d-bcf0-f209612429ea,producers,,"Terrazas de los Andes was founded in 1996 as a Moët-Hennessy subsidiary in Argentina, refurbishing an old winery built in 1898. It has 8 vineyards planted on terraces at various altitude on the eastern foothills of the Andes.",True,False,0.15,In what year was Terrazas de los Andes founded as a Moët-Hennessy subsidiary?,1996,"While Terrazas de los Andes is a known Argentine winery, the specific founding year (1996) and its precise corporate parentage are niche details unlikely to be reliably in general LLM training data without explicit exposure to this fact.",2578,331,140,
ecd1cee8-3380-49a7-b841-93795147efb6,wine_business,oiv_standards,"The OIV is headquartered in Dijon, France, having relocated from Paris in 2022.",True,False,0.15,Where is the OIV (International Organisation of Vine and Wine) headquartered?,"Dijon, France","The 2022 relocation from Paris to Dijon is a recent, specific organizational fact unlikely to be reliably known by LLMs trained on data with a cutoff before or around that date, and even the general headquarters location is specialized regulatory knowledge rather than widely-known wine culture.",2206,285,143,
ecd98823-dce1-49fe-90a2-288f60384238,wine_regions,chile,Pinot Noir is commonly produced in the Limarí Valley region of Chile.,True,False,0.25,Which wine region in Chile is known for commonly producing Pinot Noir?,Limarí Valley,"While Pinot Noir production in Chile is well-known, the Limarí Valley is a relatively niche/lesser-known Chilean wine region that most LLMs would not reliably identify as a primary Pinot Noir producer without specific training on this fact.",2002,280,137,
e3fcaab7-b8e7-4e77-9717-4c9770e4c1e0,winemaking,germany,"Riesling is common for Australian Rieslings to be fermented at low temperatures in stainless steel tanks with no oxidation of the wine, followed by earlier bottling.",True,True,0.78,What fermentation and production techniques are typically used for Australian Rieslings to preserve freshness and acidity?,"Low-temperature fermentation in stainless steel tanks with minimal oxidation, followed by early bottling","While low-temperature stainless steel fermentation for Riesling is well-established general wine knowledge, the specific combination of all three elements (low temp + stainless steel + early bottling) as a characteristic Australian Riesling practice is somewhat specialized and a strong LLM might only partially reconstruct this without the fact.",8698,300,173,
f01af15d-ecf1-4176-bb1e-bda109f51d50,wine_regions,south_america,The northwestern wine regions are particularly prone to the effects of the hurricane force winds known as the Zonda which blows from the Andes during the flowering period of early.,True,False,0.25,"Which wind phenomenon affects northwestern wine regions during the flowering period, originating from the Andes?",The Zonda wind,"While the Zonda wind is a real meteorological phenomenon in Argentina, the specific connection between Zonda winds, northwestern wine regions, and flowering-period vulnerability is specialized regional knowledge unlikely to be reliably in general LLM training data.",1898,297,133,
f22bd09c-a9cc-4670-a0bf-6dc283ccee80,producers,lebanon_israel,"Lebanese wine rising costs from the conflict, Lebanon’s winemakers were able to harvest and produce 15 million bottles in 2024.",True,False,0.95,How many bottles of wine did Lebanese winemakers produce in 2024?,15 million bottles,This is a specific recent production statistic that would not be in training data cutoffs and requires knowledge of this particular 2024 event in Lebanon.,1832,290,109,
f3eda64f-2235-4e2d-a02b-89e076101650,viticulture,water_management,"Drought poses a significant challenge to grapevine (Vitis viniferaL.) development, impacting both physiological processes and yield.",True,True,0.92,How does drought affect the development and yield of grapevines (Vitis vinifera L.)?,"Drought poses a significant challenge to grapevine development, impacting both physiological processes and yield.",The general relationship between drought stress and grapevine performance is well-established in viticulture and would be known to a strong LLM through standard agricultural and wine science training data.,1530,293,141,
f010d829-be01-4102-82ff-68f2d1fb6b9b,viticulture,new_zealand,"Bendigo lies east of the Clutha River / Mata-Au and Lake Dunstan, with grapes planted at both medium elevation (220 metres (720 ft)) and high elevation terraces (330 to 350.",True,False,0.15,At what elevation range are grapes planted in the Bendigo wine region?,220 metres (720 ft) at medium elevation and 330 to 350 metres at high elevation terraces,The specific elevation ranges for Bendigo's vineyard terraces are precise local/regional data that would not be part of general wine knowledge and require the exact fact to answer correctly.,2184,312,136,
f40fa512-489d-42c8-9a49-34f85add989d,grape_varieties,spain,Mourvèdre tends to produce tannic wines that can be high in alcohol.,True,True,0.82,Which of the following best describes the characteristic style of wines made from Mourvèdre grapes?,Tannic wines that tend to be high in alcohol,"Mourvèdre's reputation for producing tannic, high-alcohol wines is well-established in wine literature and would be known to a strong LLM from general training on wine regions, varietals, and their classic profiles.",1751,280,140,
f454b8a2-7a2d-4acc-a093-8276ef15c3d5,producers,,"Besides wine making equipment, larger wineries may also feature warehouses, bottling lines, laboratories, and large expanses of tanks known as tank farms. Wineries may have existed as long as 8.",True,True,0.85,What are some of the facilities and infrastructure features that larger wineries typically include besides wine making equipment?,"Warehouses, bottling lines, laboratories, and tank farms","The components of winery infrastructure (bottling lines, labs, storage tanks) are standard industry knowledge that an LLM would reliably know from general training data about wine production facilities.",1728,304,129,
eea2ef86-2b9d-465e-8d8d-c5caa67c0a9e,viticulture,hungary,"Vineyard classification began in 1730 with vineyards being classified into three categories depending on the soil, sun exposure and potential to develop noble rot, botrytis cinerea, first class.",True,False,0.15,"In what year did vineyard classification begin, and what were the three criteria used to classify vineyards?","Vineyard classification began in 1730, with vineyards classified based on soil, sun exposure, and potential to develop noble rot (botrytis cinerea).","While LLMs know botrytis cinerea is important for sweet wines and that vineyard classification exists, the specific year 1730 and the exact three-part classification scheme are regulatory minutiae unlikely to be reliably recalled without the source fact.",3101,304,169,
f595b681-fd73-42e0-9808-a0a729ed25fe,producers,portugal,Mateus is a brand of medium-sweet frizzante rosé wine produced in Portugal.,True,True,0.92,What type of wine is Mateus?,A medium-sweet frizzante rosé wine from Portugal,"Mateus is one of the most commercially successful and widely distributed rosé wines globally, making its basic classification (rosé, Portuguese origin, semi-sparkling style) part of general wine knowledge that a strong LLM would reliably know.",2121,281,130,
