uuid,qid,difficulty,stem,gold,sonnet_answer,sonnet_confidence,sonnet_reasoning,matched,similarity,haiku_matched,haiku_confidence,b2_severity,ok,latency_ms,input_tokens,output_tokens,error
21361abe-9ac7-4018-b555-fe52d3f23e01,WB-GRP-0229-L2,2,Which group of grape varieties is identified as being grown in Chile under the cooling effect of the Pacific coast?,"Syrah, Carménère, Sauvignon Blanc, Pinot, and Chardonnay","Cool-climate varieties such as Pinot Noir, Chardonnay, Sauvignon Blanc, and Riesling grown in coastal regions like Casablanca Valley, San Antonio Valley, and Leyda Valley",0.65,"Chile's Pacific-influenced coastal valleys (Casablanca, San Antonio, Leyda) are known for producing cool-climate varieties benefiting from the cold Humboldt Current, though the question may refer to a specific named grouping from a particular wine curriculum or study guide that I cannot pinpoint precisely.",False,0.336,False,0.72,warn,True,10787,142,151,
814495e4-d31d-4dff-a4e9-93d5d617708b,WB-VIT-0193-L2,2,Which Portuguese wine area lies on limestone uplands at the northern edge of the broader Lisboa zone and reaches into the southwest of Beiras?,Encostas d'Aire,Óbidos,0.35,"The description of limestone uplands at the northern edge of the Lisboa zone reaching into the southwest of Beiras points toward the Óbidos or possibly Encostas d'Aire area, but I am not confident enough to distinguish precisely which DOC/region fits this exact geographic description.",False,0.2,False,0.35,pass,True,9024,149,99,
c92540e5-4096-4ba5-9d7c-6cae017590e6,WB-REG-0205-L2,2,"One U.S. state is responsible for the vast majority of the nation's wine production, with some estimates indicating that as much as 90% of American wine volume originates there. Which state is this?",California,California,0.99,"California is widely recognized as producing approximately 80-90% of all U.S. wine, home to major wine regions such as Napa Valley, Sonoma, and the Central Valley, making it by far the dominant wine-producing state in the nation.",True,1.0,True,0.95,fail,True,2827,164,90,
c7931452-e81e-469b-946f-28363960b533,WB-GRP-0235-L2,2,"Which California AVA, located within Lake County, officially permits Petite Sirah as an approved grape variety?",Big Valley District-Lake County AVA,Red Hills Lake County AVA,0.55,"Red Hills Lake County is a well-known AVA within Lake County, California, recognized for volcanic soils and warm climate suited to varieties like Cabernet Sauvignon and Petite Sirah, making it the most likely candidate among Lake County AVAs to specifically list Petite Sirah as an approved variety.",False,0.667,False,0.45,pass,True,3281,145,109,
e68ed9f4-9289-476f-90d9-552594040e06,WB-REG-0203-L2,2,Which county pair contains the Rogue Valley AVA?,Jackson and Josephine,Jackson and Josephine counties,0.9,"The Rogue Valley AVA is located in southern Oregon, primarily within Jackson and Josephine counties, which together encompass the Rogue River watershed region.",True,1.0,True,0.85,fail,True,4461,133,74,
750e85b1-df9f-4dae-a9ff-aba9536751ae,WB-REG-0206-L2,2,"A white Italian wine made from dried Garganega grapes, requiring a minimum of 12% alcohol and produced in a style that may retain residual sugar, was elevated to the highest national quality classification in 1998. Which wine received DOCG status in that year?",Recioto di Soave,Recioto di Soave,0.88,"Recioto di Soave is a sweet wine made from dried (passito) Garganega grapes in the Soave zone of Veneto, and it received DOCG status in 1998, distinguishing it from the regular Soave DOC.",True,1.0,True,0.72,fail,True,3621,179,97,
95a360f8-1f60-4a1c-8f68-34a4955b1169,WB-REG-0207-L2,2,"Within the appellation system governing Soave production in Italy's Veneto region, which tier carries DOCG status rather than DOC?",Soave Superiore,Soave Superiore,0.85,"Within the Soave appellation hierarchy, Soave Superiore was elevated to DOCG status in 2001, distinguishing it from the broader Soave DOC, while Recioto di Soave also holds DOCG status as a separate sweet wine designation.",True,1.0,False,0.72,warn,True,3275,151,101,
ef58c743-0808-48aa-8054-eff4ae33c5c7,WB-REG-0208-L2,2,"With more than 150 officially recognized American Viticultural Areas within its borders, which US state holds the highest count of AVAs in the country?",California,California,0.95,"California is by far the most prolific wine-producing state in the US and contains well over 150 AVAs, including major regions like Napa Valley, Sonoma County, and their numerous sub-appellations, giving it the highest AVA count of any state.",True,1.0,True,0.95,fail,True,3862,153,93,
0fbe1f4c-6ea4-4b14-8516-2f4df5bad125,WB-REG-0209-L2,2,Approximately what proportion of Argentina's total wine output is made up of red wine?,Close to 60%,Approximately 70% of Argentina's total wine output is red wine,0.65,"Argentina is heavily associated with red wine production, particularly Malbec, and industry figures have generally indicated that red wines account for roughly two-thirds to three-quarters of total production, with white wines (led by Torrontés and Chardonnay) making up most of the remainder.",False,0.164,False,0.72,warn,True,4127,138,110,
5b914a0d-39b5-47ff-a973-ef0c3c233e8e,WB-REG-0212-L2,2,"What is the minimum percentage of Sangiovese, locally known as Prugnolo Gentile, required in Vino Nobile di Montepulciano DOCG wines?",70%,70%,0.85,"Vino Nobile di Montepulciano DOCG regulations require a minimum of 70% Prugnolo Gentile (Sangiovese), with the remainder made up of other permitted varieties.",True,1.0,False,0.72,warn,True,1949,163,78,
9afc512b-739c-4bbe-9685-fc9178d569c4,WB-REG-0210-L2,2,In which part of the Graves region of Bordeaux is the Pessac-Léognan appellation located?,Northern part,The northern part of the Graves region,0.95,"Pessac-Léognan was established as a separate appellation in 1987 and covers the northern portion of the Graves region, closest to the city of Bordeaux, where the most prestigious estates (including all the Graves classified growths) are located.",True,1.0,False,0.85,fail,True,3019,147,100,
c6d13597-10e1-4fec-8ff0-d75d4b379f24,WB-WMK-0194-L2,2,"In appellation-controlled (PDO) vineyard parcels, observations showed that applying fertilizer failed to produce any changes in the final crop volume. What is the probable cause for this specific outcome?",Decreased rates of mineral and nutrient uptake by the vines.,"PDO (appellation contrôlée) regulations impose strict maximum yield limits (rendement maximum) on vineyards, so even if fertilizer stimulates vine vigor and potential grape production, the grower is legally required to crop at or below the permitted ceiling, meaning any excess fruit must be removed through green harvesting, leaving the final harvested volume unchanged.",0.82,"Appellation regulations cap yields per hectare, so additional fertilizer-driven vine productivity cannot translate into higher declared harvest volumes because growers must comply with the maximum yield rules, effectively neutralizing any fertilizer-induced increase in crop potential.",False,0.117,False,0.72,pass,True,6115,162,157,
0cd96fba-05b3-48cc-83ee-70ebc6087e7e,WB-WMK-0195-L2,2,"When a winemaker utilizes the identical Sangiovese fruit designated for Brunello, what is the minimum mandated maturation duration required to release it under the Rosso di Montalcino DOC?",12 months,"One year (with a minimum of 6 months in oak, though the total aging requirement is approximately 1 year before release)",0.55,"Rosso di Montalcino DOC has a shorter aging requirement than Brunello, generally around 1 year total aging before release, but the specific rules for fruit designated for Brunello being declassified to Rosso di Montalcino may simply require meeting the standard Rosso di Montalcino DOC minimum, which is roughly 1 year; however, I am not fully certain of the exact mandated minimum in this specific declassification scenario.",False,0.11,False,0.65,pass,True,4888,168,166,
229a4d3a-50bf-4035-a64d-e0edc7efdbeb,WB-WMK-0193-L2,2,"Under DOCG regulations, what is the minimum period of bottle aging required for Brunello di Montalcino prior to commercial release?",4 months,6 months,0.65,"Under Brunello di Montalcino DOCG regulations, the standard release requires a total of 5 years aging (including at least 2 years in oak and 4 months in bottle before release), but some sources cite 6 months of bottle aging for the standard version; I am most confident the bottle aging minimum for standard Brunello is 4 months within the 5-year total aging framework.",True,0.875,False,0.75,warn,True,7658,151,314,
aeb79c8b-e87e-4a1a-b91e-d48e52348316,WB-VIT-0196-L2,2,"An ancient Croatian white grape cultivated in vineyards surrounding Dubrovnik had dwindled to just 200–300 surviving vines roughly twenty years ago before being revived to nearly 40 hectares, and is now prized for producing premium dessert wines. Which variety is this?",Malvasija dubrovačka,Malvasija Dubrovačka,0.72,"Malvasija Dubrovačka (Dubrovnik Malvasia) is an ancient white variety native to the Dubrovnik region of Croatia that was nearly extinct before conservation and revival efforts expanded its cultivation, and it is known for producing prized dessert wines in that area.",True,1.0,True,0.72,fail,True,3001,184,100,
6317149a-22e0-4eb0-a379-9a9129001e20,WB-VIT-0197-L2,2,"A cool-climate South African viticultural district, located roughly one hour east of Cape Town and sheltered within the ancient sandstone Hottentots Holland range, historically produced apples before becoming known for wine. Which district is this?",Elgin,Elgin,0.92,"Elgin is a well-known cool-climate South African wine district located about an hour east of Cape Town, sheltered by the Hottentots Holland mountains, and historically famous for apple orchards before transitioning to premium wine production.",True,1.0,False,0.72,fail,True,2897,170,82,
3553892f-1589-4c0d-b70b-e3afda850d9c,WB-PRD-0233-L2,2,"Which South American wine estate, launched by Moët-Hennessy during 1996, operates out of a restored 1898 facility and manages eight distinct terraced sites along the eastern Andean slopes?",Terrazas de los Andes,Terrazas de los Andes,0.55,"Terrazas de los Andes is a Moët Hennessy-associated wine estate in Mendoza, Argentina, operating on terraced Andean slopes, though I am not fully certain of the specific 1898 facility detail or the exact number of eight terraced sites mentioned in the question.",True,1.0,True,0.72,fail,True,3144,167,110,
6075785b-5b64-4d64-8d43-02491d34e62d,WB-PRD-0232-L2,2,"Which historic producer is situated within the earliest legally safeguarded viticultural zone in New Zealand and has been crafting, blending, and bottling limited-production wines exclusively on the premises using its initial 1895 structures?",Te Mata Estate,Mission Estate Winery,0.55,"Mission Estate in Hawke's Bay is one of New Zealand's oldest wineries (founded 1851 by Marist Brothers), and Hawke's Bay has historic viticultural significance, though I'm uncertain whether it holds the 'earliest legally safeguarded viticultural zone' designation and whether the 1895 structures detail precisely matches Mission Estate or another producer like Te Mata Estate.",False,0.457,False,0.35,pass,True,3706,169,119,
1f6dd74a-6936-433f-b980-16924348c367,WB-VIT-0199-L2,2,Which environmental stressor is specifically noted to interfere with the physiological development and productivity of Vitis vinifera buds?,Drought conditions,Frost (freezing temperatures),0.72,"Frost and freezing temperatures are specifically documented to damage or kill Vitis vinifera buds during dormancy and budbreak, interfering with their physiological development and ultimately reducing vine productivity, though water stress (drought) and heat stress are also significant stressors affecting bud development.",False,0.304,False,0.65,pass,True,3077,148,101,
10ca9d4d-0cb9-4416-b1a0-b4c37d67ed75,WB-VIT-0200-L2,2,"Which Italian DOC, known for its extensive vineyard area, has approximately 6,500 hectares (16,000 acres) dedicated to viticulture?",Friuli Grave DOC,Chianti,0.55,"Chianti DOC (distinct from Chianti Classico) is one of Italy's largest DOC zones covering Tuscany broadly, and while exact hectare figures are uncertain, it is among the most expansive Italian DOCs; however, Soave, Prosecco, or Montepulciano d'Abruzzo could also fit this scale, making this a tentative guess.",False,0.087,False,0.72,fail,True,4298,156,119,
a771e972-b5f5-4622-9d34-dd9e0ada533a,WB-PRD-0234-L2,2,The legal right to apply the 'Tokaj' brand name on commercial labels is officially granted to estates located in designated areas of which two European nations?,Hungary and Slovakia,Hungary and Slovakia,0.92,"The Tokaj wine region historically straddles the border between Hungary and Slovakia, and both countries have been granted the legal right to use the 'Tokaj' designation on commercial labels following EU negotiations, with Hungary holding the larger and more prominent portion of the appellation.",True,1.0,True,0.85,fail,True,5821,153,94,
4771a38b-09ec-4ae3-874a-12fb0796e412,WB-WMK-0192-L2,2,Harvesting grapes at a lower stage of ripeness has been proposed as a way to limit the alcohol level of red wines. What is a recognized drawback of this approach related to the seeds of underripe berries?,Immature seeds contribute additional astringency and bitterness to the wine,"Underripe seeds contain harsh, green, and astringent tannins that, when extracted during fermentation and maceration, impart bitter and unpleasant flavors to the wine.",0.92,"Grape seeds (pips) that are not fully ripe have not completed the lignification and maturation process, leaving them with high levels of harsh, green tannins that are easily extracted into the wine during skin contact and fermentation, resulting in bitterness and astringency that negatively impacts wine quality.",False,0.473,False,0.72,fail,True,14935,168,141,
f565a448-09d8-4ca2-990e-30856f67d14e,WB-GRP-0231-L2,2,"Which grape variety is known for its uneven ripening, with grape clusters potentially containing both green berries and raisins if not grown in ideal conditions?",Plavac Mali,Grenache,0.72,"Grenache is well-known for its uneven ripening (a phenomenon sometimes called 'millerandage' or 'coulure' effects), where clusters can simultaneously contain underripe green berries and overripe raisin-like berries, particularly in hot climates or when yields are not carefully managed.",False,0.211,False,0.72,pass,True,4945,153,106,
db22a553-9941-443c-9ed4-61c4e2e9aef3,WB-GRP-0234-L2,2,"In Chile, the majority of Torrontés vineyard area is planted to the Torrontés Riojano variant, and the grape is chiefly destined for what end use?",Distillation into the local grape spirit pisco,Pisco production (distillation into the grape brandy Pisco),0.55,"In Chile, Torrontés (particularly Torrontés Riojano) is primarily grown in the northern regions such as the Atacama and Coquimbo regions, where grapes are largely destined for distillation into Pisco rather than table wine production, though I have moderate uncertainty as this detail is not among the most commonly tested wine facts.",False,0.673,False,0.72,pass,True,4467,162,123,
0f166702-cb2b-433c-acd9-a3e91f966187,WB-BIZ-0193-L2,2,"An intergovernmental body dedicated to vine and wine matters counts 50 member states, which together account for roughly 85% of the world's wine output. Which organisation is described?",OIV (International Organisation of Vine and Wine),International Organisation of Vine and Wine (OIV),0.95,"The OIV (Organisation Internationale de la Vigne et du Vin) is the intergovernmental body specifically dedicated to vine and wine matters, headquartered in Paris, with approximately 50 member states representing the vast majority of global wine production.",True,0.896,True,0.85,fail,True,3334,160,96,
e8263a4d-5ae5-4248-aa76-0951fa840317,WB-BIZ-0194-L2,2,"Within the European Union's wine classification framework, two broad quality tiers exist. The superior tier is designated as quality wines produced in specified regions (QWPSR). What term is applied to the subordinate tier?",Table wine,Table wine (Vin de Table),0.82,"Under the EU's traditional two-tier wine classification framework, the subordinate tier below QWPSR (quality wines produced in specified regions) was designated as 'table wine' (vin de table in French), which covered wines not meeting the stricter regional quality requirements.",True,1.0,True,0.45,fail,True,3491,166,100,
eec43564-e735-451c-b841-b9a39ba9a343,WB-GRP-0236-L2,2,What is the recommended cellaring window for Pinot Gris produced in New Zealand?,1 to 4 years,"New Zealand Pinot Gris is generally best consumed young, within 1 to 3 years of vintage, though richer, more full-bodied styles can develop for up to 5 years.",0.55,"New Zealand Pinot Gris is typically made in an off-dry to medium-bodied style emphasizing fresh fruit, which generally favors early drinking within 1–3 years, though richer Alsatian-influenced examples may reward short-term cellaring up to 5 years; however, specific official guidelines for NZ Pinot Gris cellaring windows are not widely standardized.",False,0.13,False,0.72,fail,True,6222,140,167,
a0f095df-69a3-41ce-9cc1-28ba0eea0ae5,WB-GRP-0232-L2,2,What effect does the climate of certain New Zealand wine regions have on the ripening of grapes on the vine?,"It slows ripening, allowing a balance between acidity and sugar to develop","The cool climate of many New Zealand wine regions, such as Marlborough and Central Otago, results in a long, slow ripening season for grapes, which helps retain natural acidity while developing concentrated flavors and aromatic complexity.",0.88,"New Zealand's maritime and high-latitude/high-altitude climates create cool growing conditions that extend the ripening period, a well-established characteristic discussed in wine education materials regarding regions like Marlborough (Sauvignon Blanc) and Central Otago (Pinot Noir).",False,0.244,False,0.85,fail,True,9756,144,145,
182ed49d-6461-4c5a-916b-e8e074df6dbb,WB-BIZ-0195-L2,2,"In 2023, which country led the world in wine exports measured by volume, ahead of Spain and France?",Italy,Italy,0.72,"Italy has consistently been among the top wine exporters by volume, frequently trading the top spot with Spain, and in recent years Italy has led global wine export volumes ahead of Spain and France.",True,1.0,True,0.45,fail,True,3549,144,73,
869f68e5-6864-4dda-a3c2-93b9824545e4,WB-PRD-0239-L2,2,Which of the following structures is commonly associated with large-scale winery operations due to the need for bulk storage of fermenting or aging wine?,Tank farms,Large stainless steel tanks or concrete vats,0.85,"Large-scale wineries commonly use massive stainless steel tanks (or concrete vats/tanks) for bulk fermentation and aging because they are durable, temperature-controllable, easy to clean, and can hold tens of thousands of liters, making them practical for high-volume production.",False,0.185,False,0.85,fail,True,3574,150,105,
7eb27f3c-47fd-4239-8d9b-5153f7515bac,WB-PRD-0237-L2,2,What percentage of producers using the 'Valpolicella' appellation are represented by the Consorzio per la Tutela dei Vini Valpolicella?,Over 80%,Approximately 70% of producers using the Valpolicella appellation are represented by the Consorzio per la Tutela dei Vini Valpolicella,0.25,"I do not have reliable specific data on the exact percentage of Valpolicella producers represented by the Consorzio; the figure of ~70% is a rough estimate based on general knowledge that Italian wine consortia typically represent a majority but not all producers, and I cannot confirm this figure with confidence.",False,0.071,False,0.25,pass,True,10064,160,135,
5c2224a1-656d-474c-b8bb-5a681b528f4a,WB-PRD-0238-L2,2,A Chilean winery established in the mid-1990s was founded by a French winemaker and his wife after more than a decade of searching the country for a suitable site to build a home and plant vineyards. In which year was this estate officially founded?,1996,1997,0.45,"This description sounds like it could match Clos Apalta or possibly Lapostolle (founded 1994) or perhaps a smaller boutique estate like Clos des Fous or Viña von Siebenthal, but the specific detail of a French winemaker and his wife searching for over a decade points possibly to Claude Thibaut or someone similar, though I cannot pinpoint the exact winery and year with high confidence, so I estimate mid-1990s as around 1997.",True,0.75,True,0.35,warn,True,5235,176,142,
0d054c1c-ef37-47ca-a0d8-c5129375feef,WB-PRD-0236-L2,2,Which winery is the sister property of La Stella Winery?,Le Vieux Pin,Le Vieux Pin,0.7,"La Stella Winery and Le Vieux Pin are both located in the Okanagan Valley of British Columbia, Canada, and are known to be sister properties operating under the same ownership, both focusing on Rhône and Italian varietals respectively.",True,1.0,False,0.35,fail,True,11723,136,92,
2088f639-4950-4f56-a767-0a8f4ecaad66,WB-WMK-0197-L2,2,"In red wine deterioration studies, a strong rise in acetaldehyde was linked to the use-up of which sulfur-related measure, along with shifts in hue, indicating oxidation?",Free SO₂,free sulfur dioxide (SO2),0.75,"In wine oxidation studies, acetaldehyde accumulates when free SO2 is depleted, as SO2 normally binds acetaldehyde and protects against oxidation; the loss of free SO2 correlates with rising acetaldehyde levels and color/hue shifts indicative of oxidative deterioration.",False,0.452,False,0.72,fail,True,3942,162,105,
38aa74e2-e231-4881-a205-e1e937e67691,WB-PRD-0240-L2,2,"A winery founded in the early 1970s is situated in a high-altitude subregion of the Barossa zone in South Australia, specifically within the Eden Valley. Which of the following is this estate?",Mountadam Vineyards,Henschke,0.55,"Henschke is one of the most famous estates associated with Eden Valley in the Barossa zone, though their history predates the 1970s; other candidates like Irvine (founded 1983) or Hewitson don't fit, and the early 1970s founding in Eden Valley's high-altitude subregion points toward a smaller estate — possibly Pewsey Vale (established 1961 by Hill-Smith/Yalumba) or Mountadam (founded 1972 by David Wynn), with Mountadam being the strongest match for an early-1970s founding in high-altitude Eden Valley.",False,0.148,False,0.45,fail,True,7125,166,289,
9aafcdf8-c43c-4783-923e-fa981d4f3f72,WB-WMK-0198-L2,2,"In Missouri, dry bottlings of Vidal blanc are often described with which palate profile, resembling Chardonnay after malolactic conversion?",Full-bodied with a buttery texture,"creamy, buttery, with soft acidity and round mouthfeel",0.45,"Vidal blanc in dry styles can exhibit a fuller, rounder profile with lower perceived acidity, and when made in a style resembling Chardonnay post-MLF, the descriptors typically used are creamy and buttery with a soft, round palate — though I lack specific Missouri-focused tasting notes to be highly confident in this characterization.",False,0.341,True,0.6,fail,True,4824,154,122,
fd44a172-72b7-4bf9-90e0-467801d31957,WB-GRP-0237-L2,2,"One of these grapes is described as giving a deeply extracted wine with a distinctive bouquet and an even, integrated palate, while the other is noted for a balanced white wine marked by clear acidity and spicy-floral aromatics. Which grape matches the first profile?",Saperavi,Blaufränkisch,0.55,"The description of 'deeply extracted wine with a distinctive bouquet and an even, integrated palate' aligns with red grape characteristics, and Blaufränkisch is commonly described in these terms as a deeply colored, structured red, while the second profile of 'balanced white wine with clear acidity and spicy-floral aromatics' fits a white variety like Grüner Veltliner or Gewürztraminer — though without knowing the specific pair being compared, confidence is moderate.",False,0.286,False,0.72,fail,True,3850,178,147,
4b7b3841-1e15-4e6f-81ea-c4cecce89cfa,WB-VIT-0233-L2,2,"A winemaker is planning a new Vitis vinifera block in a site where a root-feeding, aphid-like pest is already present. The team is considering whether to plant own-rooted vines for all cultivars or to use grafted material, and they also know that different grape cultivars do not all react to this pest in the same way. Which plan best fits these conditions?","Use grafted V. vinifera planting material across the block, while also accounting for cultivar-by-cultivar differences in vulnerability when choosing what to plant.","Graft all Vitis vinifera cultivars onto phylloxera-resistant rootstocks, selecting rootstocks appropriate to site conditions, since own-rooted V. vinifera vines are highly susceptible to phylloxera root damage regardless of cultivar, and while cultivars vary in their tolerance to the pest's leaf galling, none offer sufficient root resistance to forgo grafting where phylloxera is present.",0.92,"Phylloxera (Daktulosphaira vitifoliae) devastates own-rooted V. vinifera roots, so the established solution is grafting onto resistant rootstocks (typically American Vitis species hybrids); cultivar differences in phylloxera reaction are real but insufficient to justify own-rooted planting in an infested site.",False,0.304,False,0.75,fail,True,5583,206,208,
f1263429-7a28-4fdf-a1e6-47e9ede9429f,WB-GRP-0275-L2,2,"A winemaker in Canada is deciding how to best utilize their Vidal blanc grapes, which are a hybrid varietal known for their versatility. The grapes have developed some botrytis bunch rot on the long, tight clusters. What style of wine should the winemaker prioritize to take advantage of Vidal blanc's unique characteristics?",High-quality ice wine,Icewine (Ice Wine),0.88,"Vidal blanc is most celebrated in Canada for producing Icewine due to its thick skin that resists freezing temperatures and its ability to retain high acidity and sugar concentration, making it the dominant grape variety used in Canadian Icewine production, though the presence of botrytis could also support a late harvest or botrytis-affected dessert wine style as a secondary option.",False,0.579,False,0.85,warn,True,5539,195,124,
97aeae7a-47ad-480f-a3fb-0978cdac91be,WB-WMK-0199-L2,2,A New Zealand wine region sets a lees-aging requirement of at least 18 months. Which region is it?,Marlborough,Marlborough,0.35,"I am not confidently aware of a specific New Zealand wine region with a codified 18-month lees-aging requirement; Marlborough is New Zealand's most prominent region and has some sparkling wine production with lees-aging traditions, but I cannot confirm this specific regulation, and it could also relate to a smaller region like Hawke's Bay or a specific appellation sub-zone.",True,1.0,True,0.35,pass,True,7165,146,115,
cb90b7c7-4a38-4b6c-9c90-025c70df4adb,WB-GRP-0271-L2,2,"A winemaker is preparing a new planting plan for a red variety whose shoots tend to grow vertically and develop sturdy woody growth. For the Spanish-facing label, the team wants to use the local Spanish grape name and highlight that the variety is historically associated with Spain. They also want to source fruit from a Spanish region known for substantial plantings of that grape. Which plan best fits all of those goals?","Plant Grenache and market it in Spain under the name Garnacha, sourcing from a region such as Terra Alta.","Plant Garnacha (Grenache) sourced from Aragón or Rioja, Spain, using the Spanish name 'Garnacha' on the label to highlight its historical Spanish origins and the region's substantial plantings of this variety.",0.62,"Garnacha (the Spanish name for Grenache) is historically associated with Spain (originating in Aragón), has upright/vertical shoot growth and produces sturdy, woody canes, and is widely planted in regions like Aragón, Rioja, and Campo de Borja, making it a strong fit for all the stated criteria.",False,0.263,False,0.72,fail,True,4301,206,162,
498d9f23-03f8-425e-8bd9-6909d68451d4,WB-REG-0233-L2,2,"A winemaker in Germany is preparing to label a new rosé-style wine produced from a late-harvest red grape variety known for producing both still and dessert wines. The wine was made from fruit harvested at high sugar levels and will be labeled with a regional village name combined with a vineyard site whose local name translates to a timekeeping device. Given the complexity of German wine nomenclature and the style of this wine, which of the following best describes a key consideration for accurately representing the wine on the label?","The label should combine the village name with the vineyard name in a recognized format, and the wine may range from dry to sweet despite its late-harvest origin.","The label must accurately reflect the Prädikat level (such as Spätlese or Auslese) corresponding to the high sugar levels at harvest, and since this is a rosé-style wine (Weissherbst or Rotling), German wine law requires that a Weissherbst designation be made from a single red variety, which must be named on the label, ensuring the grape variety, ripeness level, and village-vineyard combination (e.g., Dorf + Uhren/Uhr-named site) are all correctly stated.",0.52,"The clues point to a German Weissherbst or rosé Prädikatswein from a late-harvest red variety (possibly Spätburgunder), labeled with a Gemeinde plus a vineyard whose name translates to a timekeeping device (e.g., 'Uhr' = clock/watch), and German wine law requires that Weissherbst be single-variety and that the Prädikat level accurately reflect the must weight at harvest.",False,0.162,False,0.6,fail,True,9088,230,264,
4feb75f9-2f01-4b7c-87c3-567b4da588c5,WB-REG-0223-L2,2,"A Hungarian winemaker is designing a tiny-lot bottling from grapes affected by noble rot. In the cellar briefing, she wants the team to use the historically accurate term for this style, explain why the wine will be marketed for very small pours, and justify premium positioning with a famous royal endorsement. Which briefing statement best fits all three goals?","Call it aszú, a word first tied to dried fruit that later became linked to wine from botrytised grapes; present it as an intensely concentrated, extremely sweet wine best served in modest amounts, and mention that a Swedish king said it belonged on the papal table.","We are producing Aszú, Hungary's historic noble-rot wine made from individually hand-picked botrytised berries; its extraordinary richness and sweetness mean it is traditionally served in small pours of just a few centilitres, and its premium price is justified by centuries of royal prestige, most famously when Louis XIV of France reportedly called Tokaji 'Vinum Regum, Rex Vinorum' — the Wine of Kings, the King of Wines.",0.92,"Tokaji Aszú is the historically accurate term for Hungary's botrytis-affected wine, its intense sweetness warrants small serving portions, and the Latin phrase attributed to Louis XIV (or sometimes to the Polish/French court) provides the famous royal endorsement used to justify premium positioning.",False,0.02,False,0.72,warn,True,6222,197,200,
fbf83c9a-3627-4ff7-a694-100b38f2423d,WB-REG-0226-L2,2,"A viticulturist is advising a client who wants to establish a new vineyard in the northwestern part of a South American wine-producing country where plantings are concentrated in provinces such as La Rioja, Salta (notably the Calchaquí Valleys), and the larger Mendoza region. The client is weighing sites in the northwestern provinces versus sites further south. During early spring, one of the primary viticultural hazards specific to the northwestern zone must be factored into canopy design, trellis reinforcement, and flowering-period risk management. Which hazard should most directly shape the vineyard engineering decisions for the northwestern site?",Powerful dry downslope winds descending from the Andes that strike during the flowering period,"Zonda wind (a strong, hot, dry foehn-type wind that occurs in spring and can cause severe damage to young shoots, flowers, and canopy structure)",0.72,"The Zonda is a notorious foehn wind in Argentina's Andean regions, particularly affecting the northwestern provinces like Mendoza, San Juan, La Rioja, and Salta during spring, when it poses serious risks to budbreak, flowering, and canopy integrity, requiring trellis reinforcement and windbreak strategies — though hail is also a major hazard in these regions, the Zonda is the wind-specific engineering concern for canopy and trellis design.",False,0.329,False,0.85,fail,True,7730,259,174,
9efb2bc5-cbb7-4d0c-9823-a7fce76f9d40,WB-GRP-0265-L2,2,"A California winemaker is reviewing historical records from her family's estate, which operated before Prohibition. She finds that one grape in their old vineyard was once planted in significant quantities and used primarily as a component in bulk blended wines. Looking at current plantings on her estate, she notes the same variety is seeing renewed interest but is still most commonly destined for blending programs rather than bottled alone. She's considering expanding these vines and is researching where else in the Americas the grape is grown to identify potential clonal sources or technical partners. Which grape and usage pattern best matches her situation?","Malbec — historically used in California for bulk blends before Prohibition, still chiefly a blending grape in the state today, with additional New World plantings in Brazil, Peru, Bolivia, Mexico, British Columbia, and Ontario","Carignan (Carignane), historically planted widely in California for bulk blending, now seeing renewed interest as 'old vine' Carignan in heritage vineyard programs, while also grown in Chile, Argentina, and Mexico where clonal sources and technical partners could be identified.",0.72,"Carignan (spelled 'Carignane' in California) was one of the most widely planted varieties in California before and after Prohibition, used predominantly in bulk blended jug wines, and is now experiencing a revival as old-vine Carignan while still primarily appearing in blends; it is also grown significantly in Chile, Argentina, and Mexico, fitting the description of researching other American plantings for clonal sources.",False,0.056,False,0.72,warn,True,13924,245,186,
eddb0bf3-0f5c-4f19-99c6-e3582373b55b,WB-WMK-0224-L2,2,"A U.S. winery is finalizing labels for a grape wine that lab analysis shows at 14.4% alcohol by volume. The production team wants to keep the wine in the standard table-wine category if possible, while staying compliant with federal labeling rules. Which label plan is compliant and best fits that goal?",List 14.0% alc/vol on the label and market it as table wine.,"Label the wine as 'Table Wine' with a stated alcohol content of '14%' (or any value within the permitted ±1.5 percentage point tolerance for table wines under 14% ABV TTB rules). Since the actual ABV is 14.4%, the label could state '14%' — but this would be outside tolerance on the low side (14.4 - 14.0 = 0.4, within the 1.5% tolerance). However, the key issue is that TTB defines table wine as wine not exceeding 14% ABV on the label. If the label states 14% or less, it qualifies as table wine, and the actual 14.4% is within the 1.5% tolerance allowed for wines labeled under 14%. Therefore, the compliant plan is to label the wine at '14%' ABV, keeping it within the table wine designation, since 14.4% actual is within the 1.5 percentage point tolerance of the stated 14%.",0.72,"Under TTB regulations (27 CFR Part 4), table wine must be labeled at 14% ABV or less; wines labeled 7–14% ABV have a ±1.5% tolerance, so labeling the 14.4% actual wine as '14%' is within tolerance and keeps it in the table wine category.",False,0.112,False,0.72,warn,True,10265,190,331,
