uuid,qid,difficulty,stem,options,gold,haiku_selected,haiku_confidence,haiku_correct,haiku_reasoning,sonnet_selected,sonnet_confidence,sonnet_correct,sonnet_reasoning,b2_severity
e8263a4d-5ae5-4248-aa76-0951fa840317,WB-BIZ-0194-L2,2,"Within the European Union's wine classification framework, two broad quality tiers exist. The superior tier is designated as quality wines produced in specified regions (QWPSR). What term is applied to the subordinate tier?","A. Indication of Geographical Provenance (IGP)
B. Vin de Pays
C. Table wine
D. Protected Designation of Origin (PDO)",C,A,0.72,False,"IGP (Indication of Geographical Provenance) is the modern EU term for the subordinate quality tier below QWPSR, replacing the older 'Vin de Pays' designation in the reformed classification system.",C,0.85,True,"In the EU's traditional two-tier wine classification framework, the subordinate tier below QWPSR (quality wines produced in specified regions) is simply called 'table wine' (vin de table), which encompasses wines not meeting the quality wine criteria.",fail
869f68e5-6864-4dda-a3c2-93b9824545e4,WB-PRD-0239-L2,2,Which of the following structures is commonly associated with large-scale winery operations due to the need for bulk storage of fermenting or aging wine?,"A. Bottling lines
B. Warehouses
C. Laboratories
D. Tank farms",D,D,0.95,True,"Tank farms are specifically designed structures for bulk storage of fermenting and aging wine in large-scale operations, whereas bottling lines, warehouses, and laboratories serve different functions in winery operations.",D,0.95,True,Tank farms consist of large arrays of fermentation or storage tanks (often stainless steel) and are the defining infrastructure of large-scale wineries needing bulk capacity for fermenting and aging wine.,fail
38aa74e2-e231-4881-a205-e1e937e67691,WB-PRD-0240-L2,2,"A winery founded in the early 1970s is situated in a high-altitude subregion of the Barossa zone in South Australia, specifically within the Eden Valley. Which of the following is this estate?","A. Mountadam Vineyards
B. Torbreck Vintners
C. Yalumba
D. Henschke",A,A,0.75,True,"Mountadam Vineyards was founded in the early 1970s in the high-altitude Eden Valley subregion of Barossa, while Henschke (though also in Eden Valley) predates the 1970s, Yalumba is much older, and Torbreck is a more recent establishment.",A,0.82,True,"Mountadam Vineyards was founded by David Wynn in 1972 in the high-altitude Eden Valley subregion of the Barossa zone, making it the best fit for a winery founded in the early 1970s specifically situated in Eden Valley.",fail
2088f639-4950-4f56-a767-0a8f4ecaad66,WB-WMK-0197-L2,2,"In red wine deterioration studies, a strong rise in acetaldehyde was linked to the use-up of which sulfur-related measure, along with shifts in hue, indicating oxidation?","A. Residual sugar
B. Total acidity
C. Free SO₂
D. Volatile acidity",C,C,0.85,True,"Free SO₂ (sulfur dioxide) is the primary antioxidant and preservative in wine that protects against oxidation; when it becomes depleted, acetaldehyde accumulates as an oxidation intermediate and hue shifts occur, making this the sulfur-related measure most directly linked to oxidative deterioration.",C,0.92,True,"Free SO₂ acts as the primary antioxidant in wine, and when it is depleted, acetaldehyde (a key oxidation product) accumulates and color/hue shifts occur as oxidation proceeds unchecked.",fail
5c2224a1-656d-474c-b8bb-5a681b528f4a,WB-PRD-0238-L2,2,A Chilean winery established in the mid-1990s was founded by a French winemaker and his wife after more than a decade of searching the country for a suitable site to build a home and plant vineyards. In which year was this estate officially founded?,"A. 2000
B. 1993
C. 1996
D. 1998",C,C,0.35,True,"The question states 'mid-1990s' and 'more than a decade of searching,' suggesting establishment around 1996, though this is a specific factual claim I cannot verify with certainty.",C,0.45,True,"This description suggests Clos Apalta or possibly Lapostolle, but more likely refers to a boutique estate like Clos des Fous or perhaps Claude Valat's project; 1996 fits 'mid-1990s' most precisely among the options, though I'm not confident in the specific winery being referenced.",warn
9aafcdf8-c43c-4783-923e-fa981d4f3f72,WB-WMK-0198-L2,2,"In Missouri, dry bottlings of Vidal blanc are often described with which palate profile, resembling Chardonnay after malolactic conversion?","A. Sweet and intensely floral
B. Tannic and firmly structured
C. Full-bodied with a buttery texture
D. Light-bodied with piercing acidity",C,C,0.72,True,"Malolactic conversion in white wines like Chardonnay produces buttery, creamy textures and fuller body, and Vidal blanc dry bottlings from Missouri are noted for similar characteristics when they undergo MLF.",C,0.62,True,"Dry Vidal blanc, when vinified in a full-bodied style with malolactic conversion (as sometimes practiced in Missouri), can develop a creamy, buttery texture reminiscent of MLF-treated Chardonnay, which is the profile most consistent with that comparison.",fail
fd44a172-72b7-4bf9-90e0-467801d31957,WB-GRP-0237-L2,2,"One of these grapes is described as giving a deeply extracted wine with a distinctive bouquet and an even, integrated palate, while the other is noted for a balanced white wine marked by clear acidity and spicy-floral aromatics. Which grape matches the first profile?","A. Rkatsiteli, the grape tied to the acidic, spice-and-flower scented white style
B. Saperavi, the grape tied to the acidic, spice-and-flower scented white style
C. Saperavi
D. Rkatsiteli",C,C,0.75,True,"Saperavi is a dark-skinned Georgian grape known for producing deeply extracted, full-bodied red wines with complex bouquets and integrated palates, while Rkatsiteli is the white grape associated with clear acidity and spicy-floral aromatics.",C,0.95,True,"Saperavi is a dark-skinned Georgian grape known for producing deeply extracted, full-bodied red wines with distinctive bouquet and integrated palate, while Rkatsiteli is a white Georgian grape known for balanced whites with clear acidity and spicy-floral aromatics.",fail
97aeae7a-47ad-480f-a3fb-0978cdac91be,WB-WMK-0199-L2,2,A New Zealand wine region sets a lees-aging requirement of at least 18 months. Which region is it?,"A. Marlborough
B. Gisborne
C. Hawke's Bay
D. Central Otago",A,A,0.35,True,"Marlborough is New Zealand's largest and most prestigious wine region known for Sauvignon Blanc, but I'm not confident about a specific 18-month lees-aging requirement being uniquely associated with it rather than other regions.",A,0.35,True,"Marlborough is New Zealand's most prominent sparkling and Méthode Traditionnelle wine region and would be the most likely candidate for a lees-aging requirement, though I am not confident this specific 18-month regulation exists for any named NZ region in my training data.",pass
4b7b3841-1e15-4e6f-81ea-c4cecce89cfa,WB-VIT-0233-L2,2,"A winemaker is planning a new Vitis vinifera block in a site where a root-feeding, aphid-like pest is already present. The team is considering whether to plant own-rooted vines for all cultivars or to use grafted material, and they also know that different grape cultivars do not all react to this pest in the same way. Which plan best fits these conditions?","A. Use grafted V. vinifera planting material across the block, while also accounting for cultivar-by-cultivar differences in vulnerability when choosing what to plant.
B. Plant all V. vinifera on their own roots because the insect mainly attacks above-ground tissues rather than the root system.
C. Skip grafting and rely only on choosing less vulnerable cultivars, since varietal differences remove the need for root protection.
D. Avoid grafting only because the pest comes from the eastern United States, so it is not a meaningful risk outside its native area.",A,A,0.85,True,"The pest described is phylloxera (root-feeding aphid), which attacks roots and requires grafted rootstocks for protection in infested areas, while cultivar selection still matters because different V. vinifera varieties show varying susceptibility to the pest's effects.",A,0.97,True,"The pest described is phylloxera, which attacks roots of V. vinifera; grafting onto resistant rootstocks is the standard protection, and since V. vinifera cultivars vary in susceptibility, both grafting and cultivar selection should be considered together—making A the only option that correctly addresses both factors.",fail
f1263429-7a28-4fdf-a1e6-47e9ede9429f,WB-GRP-0275-L2,2,"A winemaker in Canada is deciding how to best utilize their Vidal blanc grapes, which are a hybrid varietal known for their versatility. The grapes have developed some botrytis bunch rot on the long, tight clusters. What style of wine should the winemaker prioritize to take advantage of Vidal blanc's unique characteristics?","A. Dry, crisp white wine
B. Rich, full-bodied red wine
C. Traditional method sparkling wine
D. High-quality ice wine",D,D,0.92,True,"Vidal blanc is a Canadian hybrid specifically renowned for ice wine production, and the presence of botrytis (noble rot) on the grapes is ideal for concentrating sugars, making this the premium use case that maximizes the varietal's unique characteristics.",D,0.95,True,"Vidal blanc is Canada's most celebrated ice wine grape, prized for its thick skin that resists freezing temperatures, and while botrytis is mentioned, ice wine is the signature and highest-value use of Vidal blanc in Canada, particularly in Ontario and British Columbia.",warn
cb90b7c7-4a38-4b6c-9c90-025c70df4adb,WB-GRP-0271-L2,2,"A winemaker is preparing a new planting plan for a red variety whose shoots tend to grow vertically and develop sturdy woody growth. For the Spanish-facing label, the team wants to use the local Spanish grape name and highlight that the variety is historically associated with Spain. They also want to source fruit from a Spanish region known for substantial plantings of that grape. Which plan best fits all of those goals?","A. Plant Grenache and market it in Spain under the French grape name only, sourcing from a region not noted for major plantings such as Rioja.
B. Avoid the grape because its growth habit is unsuitable for upright training, and source from a Spanish region outside the listed areas while using only the English name.
C. Plant Grenache and market it in Spain under the name Garnacha, sourcing from a region such as Terra Alta.
D. Plant a low, spreading vine and market it in Spain under the Basque/Catalan term as if it were unrelated to Garnacha, sourcing from an unspecified non-Spanish area.",C,C,0.95,True,"Grenache (Garnacha in Spanish) is historically associated with Spain, has upright vigorous growth suitable for sturdy woody development, Garnacha is the correct Spanish name for Spanish labeling, and Terra Alta is a Spanish region with substantial Garnacha plantings.",C,0.95,True,"Grenache (known as Garnacha in Spain) is historically associated with Spain, has an upright/vigorous growth habit suitable for vertical training, and Terra Alta in Catalonia is a Spanish DO with substantial Garnacha plantings, making option C the only choice that satisfies all stated goals: correct local Spanish name, Spanish historical association, and a recognized Spanish source region.",fail
9efb2bc5-cbb7-4d0c-9823-a7fce76f9d40,WB-GRP-0265-L2,2,"A California winemaker is reviewing historical records from her family's estate, which operated before Prohibition. She finds that one grape in their old vineyard was once planted in significant quantities and used primarily as a component in bulk blended wines. Looking at current plantings on her estate, she notes the same variety is seeing renewed interest but is still most commonly destined for blending programs rather than bottled alone. She's considering expanding these vines and is researching where else in the Americas the grape is grown to identify potential clonal sources or technical partners. Which grape and usage pattern best matches her situation?","A. Tannat — a pre-Prohibition California blending staple now bottled as a stand-alone varietal, grown across the New World only in Uruguay and southern Brazil
B. Malbec — historically used in California for bulk blends before Prohibition, still chiefly a blending grape in the state today, with additional New World plantings in Brazil, Peru, Bolivia, Mexico, British Columbia, and Ontario
C. Petit Verdot — a historic California varietal bottling grape, now primarily used as a single-varietal wine, with New World plantings concentrated in Chile and Uruguay
D. Carignan — dominant in pre-Prohibition California varietal bottlings, now shifting toward blending, with major New World plantings only in Argentina",B,B,0.75,True,"Malbec matches all criteria: it was historically used in California bulk blends pre-Prohibition, remains primarily a blending grape in California today, and has significant New World plantings across multiple American regions including Argentina, Brazil, and others, making it ideal for sourcing clones and technical partnerships.",B,0.72,True,"Malbec was historically planted in California before Prohibition and used in bulk blending, and while it has seen renewed interest, it remains largely a blending component in California; meanwhile it is grown across numerous New World regions including Argentina (most prominently), Chile, Brazil, Uruguay, and smaller plantings in Mexico and Canada, making option B the best fit for the described situation.",warn
498d9f23-03f8-425e-8bd9-6909d68451d4,WB-REG-0233-L2,2,"A winemaker in Germany is preparing to label a new rosé-style wine produced from a late-harvest red grape variety known for producing both still and dessert wines. The wine was made from fruit harvested at high sugar levels and will be labeled with a regional village name combined with a vineyard site whose local name translates to a timekeeping device. Given the complexity of German wine nomenclature and the style of this wine, which of the following best describes a key consideration for accurately representing the wine on the label?","A. The label must avoid using any vineyard name if the wine is made from a rosé-style process, as such designations are reserved for white wines only.
B. The wine must be labeled as 'Spätburgunder Rotwein' regardless of style, since it is made from a red grape variety harvested late.
C. The label should use only the grape variety name and sweetness level, as vineyard designations are prohibited for wines with residual sugar.
D. The label should combine the village name with the vineyard name in a recognized format, and the wine may range from dry to sweet despite its late-harvest origin.",D,D,0.85,True,"German wine law permits vineyard designations (Einzellagen) for quality wines regardless of style or sweetness level, and late-harvest red grapes like Spätburgunder can produce rosé wines that range from dry to sweet, so the label can legitimately combine village and vineyard names in the standard format.",D,0.82,True,"In German wine law, a Einzellage (vineyard site) name can be combined with the village name (Gemeinde) on the label regardless of sweetness level or grape color, and late-harvest fruit (high sugar levels) does not mandate a sweet wine—the winemaker can ferment to dryness or leave residual sugar, so the wine may range from dry to sweet.",fail
6e93d544-644f-4991-9f17-bd3fd3f94285,WB-REG-0221-L2,2,A winemaker in a well-known northeastern Hungarian appellation is planning the cellar lineup for the next release. The team wants to showcase the area's breadth while also introducing a bottle that sits between standard table wine and the most intensely sugary specialty wine made there. They also want that intermediate bottling to stand out through greater strength than a regular wine. Which wine style best fits that production goal?,"A. A Szamorodni bottling
B. A dry white from the region
C. The extremely sweet Eszencia style
D. A generic ordinary wine from the appellation",A,A,0.85,True,"Szamorodni from Tokaj is a semi-sweet to dry wine with higher alcohol that sits between regular table wines and the intensely sweet Eszencia, making it the perfect intermediate showcase wine for the region's breadth.",A,0.92,True,"Szamorodni from Tokaj is a style that sits between ordinary dry/semi-dry table wine and the intensely sweet Aszú/Eszencia styles, and it is typically higher in alcohol than standard table wine, making it the intermediate bottling that fits the described production goal.",fail
eddb0bf3-0f5c-4f19-99c6-e3582373b55b,WB-WMK-0224-L2,2,"A U.S. winery is finalizing labels for a grape wine that lab analysis shows at 14.4% alcohol by volume. The production team wants to keep the wine in the standard table-wine category if possible, while staying compliant with federal labeling rules. Which label plan is compliant and best fits that goal?","A. List 14.0% alc/vol on the label and market it as table wine.
B. Omit the alcohol statement and market it as table wine.
C. List 15.0% alc/vol on the label and market it as dessert wine.
D. List 13.0% alc/vol on the label and market it as table wine.",A,A,0.75,True,"U.S. federal regulations allow alcohol content to be stated within ±0.5% of actual ABV, so 14.0% is compliant for actual 14.4% ABV, and table wine is defined as wine under 14% ABV or up to 14% depending on the specific regulation, making this the best option to keep it in the table wine category while remaining compliant.",A,0.82,True,"Under TTB regulations, grape table wine must be 7–14% ABV on the label, and the permitted tolerance allows a label statement of 14.0% when actual ABV is 14.4% (within the 1.5% tolerance for wines labeled under 14%), keeping it in the table wine category — whereas listing 14.5% or above would push it into the dessert wine tier.",warn
a2a61aa1-751f-460a-b20e-34e5e889aad0,WB-WMK-0215-L2,2,A winemaker is concerned about potential microbial growth in their wine during fermentation. They are considering sending samples to an ISO-accredited laboratory for accurate ethanol analysis. Which of the following statements about the effects of ethanol on microorganisms in wine is NOT correct?,"A. Carbon dioxide production during fermentation can limit the growth of aerobic species
B. Ethanol can inhibit the growth of some microorganisms in wine
C. Short-chain fatty acids in wine can also have inhibitory effects on certain microbes
D. Wine is able to support the growth of human pathogens despite its ethanol content",D,D,0.85,True,"Wine's ethanol content (typically 12-15% ABV) and acidic pH create an inhospitable environment that effectively prevents the growth of human pathogens, making statement D incorrect as a general principle.",D,0.92,True,"Wine's combination of ethanol content, low pH, sulfites, and other antimicrobial compounds makes it generally inhospitable to human pathogens, which cannot survive or grow in wine under normal conditions.",fail
fbf83c9a-3627-4ff7-a694-100b38f2423d,WB-REG-0226-L2,2,"A viticulturist is advising a client who wants to establish a new vineyard in the northwestern part of a South American wine-producing country where plantings are concentrated in provinces such as La Rioja, Salta (notably the Calchaquí Valleys), and the larger Mendoza region. The client is weighing sites in the northwestern provinces versus sites further south. During early spring, one of the primary viticultural hazards specific to the northwestern zone must be factored into canopy design, trellis reinforcement, and flowering-period risk management. Which hazard should most directly shape the vineyard engineering decisions for the northwestern site?","A. Summer monsoon rains that saturate soils during véraison
B. Powerful dry downslope winds descending from the Andes that strike during the flowering period
C. Late-spring frosts caused by cold Atlantic air masses pushing inland
D. Persistent coastal fog that lingers through the flowering period and elevates mildew pressure",B,B,0.85,True,"The northwestern Argentine wine regions (La Rioja, Salta, Calchaquí Valleys) are known for powerful Andean downslope winds that pose a significant flowering-period hazard requiring specific canopy and trellis engineering, whereas the other options describe hazards either geographically mismatched to this region or less structurally critical to vineyard design.",B,0.82,True,"The northwestern Argentine wine regions (Salta, La Rioja) are subject to the Zonda wind, a powerful, hot, dry foehn-type wind descending from the Andes that can cause significant damage during flowering and requires trellis reinforcement and canopy management to mitigate its effects.",fail
6b1d5f08-402e-43fa-9425-097d59e1f3a8,WB-REG-0229-L2,2,"A winemaker in the Auckland wine region of New Zealand is deciding on the production approach for their rosé wine. Considering the local market preferences and geographical indication, what style should they aim for?","A. A highly extracted, full-bodied style
B. A crisp, fresh, and fruit-forward style meant for immediate consumption
C. An age-worthy style with extended oak aging
D. A sweet, dessert-style wine",B,B,0.85,True,"New Zealand rosés, particularly from Auckland, are known for their crisp, fresh, fruit-forward character that emphasizes the region's cool-climate characteristics and aligns with contemporary market preferences for approachable, early-drinking styles rather than heavy extraction or oak aging.",B,0.82,True,"New Zealand rosé wines, including those from Auckland, are generally produced in a modern, fresh, fruit-forward style meant for early consumption, aligning with both international trends and the local market's preference for vibrant, approachable wines.",fail
350abc4a-44ea-4492-80c0-3bebe300d385,WB-REG-0230-L2,2,"A winemaker in the Po Valley is considering producing a red sparkling wine. To appeal to consumers interested in the historical roots of the style, which country's tradition in red sparkling winemaking should they emphasize in their marketing?","A. Australia
B. Moldova
C. A Central European country
D. Italy",D,D,0.85,True,"Italy, particularly the Piedmont region near the Po Valley, has a long historical tradition of red sparkling wines like Brachetto d'Acqui and Moscato d'Asti, making it the most authentic regional tradition to emphasize for historical credibility.",D,0.95,True,"The Po Valley is in northern Italy, home to Lambrusco, one of the world's most historically rooted red sparkling wine traditions, making Italy the obvious country whose tradition should be emphasized.",warn
4feb75f9-2f01-4b7c-87c3-567b4da588c5,WB-REG-0223-L2,2,"A Hungarian winemaker is designing a tiny-lot bottling from grapes affected by noble rot. In the cellar briefing, she wants the team to use the historically accurate term for this style, explain why the wine will be marketed for very small pours, and justify premium positioning with a famous royal endorsement. Which briefing statement best fits all three goals?","A. Call it aszú because the term always meant fresh grapes; describe it as powerful but essentially dry enough for full-size pours, and cite a Swedish king who promoted it as everyday court wine.
B. Use aszú only for wines made without fungal influence; market the bottling as concentrated yet not notably sweet, and attribute the praise to a Hungarian ruler recommending it for military banquets.
C. Call it aszú, a word first tied to dried fruit that later became linked to wine from botrytised grapes; present it as an intensely concentrated, extremely sweet wine best served in modest amounts, and mention that a Swedish king said it belonged on the papal table.
D. Avoid the word aszú because it refers only to sun-dried berries rather than noble rot; position the wine as rich but suitable for large servings, and link it to a pope rather than a monarch.",C,C,0.85,True,"Option C correctly identifies aszú as the historically accurate term for noble rot wines, accurately describes the style as intensely sweet requiring small pours, and references the famous Swedish King Louis XIV endorsement (attributing Tokaji to the papal table), while the other options contain factual errors about terminology, sweetness levels, or historical attribution.",C,0.92,True,"Aszú correctly refers to botrytis-affected (noble rot) grapes in Tokaj, the wine is famously intensely sweet and served in small pours (e.g., 2cl), and the historical royal endorsement comes from King Charles III of Sweden (or the oft-cited story of a Swedish/Polish king praising Tokaji as 'Vinum Regum, Rex Vinorum' and recommending it to the Pope), making C the only option that accurately combines all three elements.",warn
248541a9-ce76-456b-86b1-f5cbe76f6cc0,WB-REG-0232-L2,2,A California winemaker is deciding where to source grapes for a new vineyard project. They are considering AVAs established in the 1980s versus those established more recently. Which of these is the most recently established AVA?,"A. Paso Robles Estrella District
B. North Yuba
C. Russian River Valley",A,A,0.72,True,"Paso Robles Estrella District was established as an AVA in 2018, while North Yuba (1981) and Russian River Valley (1983) were both established in the 1980s, making it the most recently established of the three options.",A,0.75,True,"Paso Robles Estrella District is one of the 11 Paso Robles sub-AVAs established in 2014, making it more recently established than North Yuba (1985) and Russian River Valley (1983).",fail
95450211-37ff-4db5-af99-be40c625335a,WB-REG-0231-L2,2,"A winemaker in one of Germany's 13 quality wine regions is deciding whether to mechanize their vineyard operations. The winery is known for producing light-colored red wines, similar in style to those from Alsace. What should the winemaker consider when making this decision?","A. Mechanization is necessary to compete with other quality wine regions
B. Mechanization will improve efficiency and reduce costs
C. Mechanization is impossible due to the steep slopes and manual labor requirements
D. Mechanization will help achieve the desired light color in the red wines",C,C,0.75,True,"German quality wine regions, particularly those producing light reds like Pinot Noir, are typically located on steep slopes (especially in regions like Mosel, Rheingau, and Ahr) where mechanization is physically impractical and manual harvesting is essential for quality control.",C,0.62,True,"Many of Germany's premier wine regions (like Mosel, Ahr, and Rheingau) feature extremely steep slate or terraced slopes where mechanization is physically impossible or impractical, requiring manual labor — and the Ahr region is notably known for producing light-colored Pinot Noir (Spätburgunder) red wines in a style comparable to Alsatian Pinot Noir.",warn
f09ff49e-9694-4fe7-8ebe-037ec692b945,WB-VIT-0220-L2,2,"A winemaker is evaluating a vineyard site located at 33°S latitude, where red wine production dominates. Despite the low-latitude, hot climate, successful viticulture is sustained due to a strong maritime influence. The region’s total vineyard area is just over 1,100 hectares, which is exceptionally small for a commercial wine-producing zone. Given these conditions, which factor is most critical in enabling quality red wine production here?","A. The high diurnal temperature variation caused by elevation above 1,000 meters
B. The moderating effect of oceanic airflow lowering average growing season temperatures
C. The region’s strict minimum alcohol content requirement for red wine
D. The use of irrigation to counter extreme desert-like aridity",B,B,0.85,True,"At 33°S latitude in a hot climate, maritime influence moderating temperatures is the critical factor enabling quality red wine production, as cooler growing seasons allow better phenolic development and acidity retention in red wines, whereas elevation and diurnal variation alone wouldn't overcome the fundamental heat stress, regulatory requirements don't enable production, and irrigation addresses water availability rather than the core temperature challenge.",B,0.72,True,"The question explicitly states 'strong maritime influence' as the key factor sustaining viticulture despite low-latitude heat, pointing to a region like Itata or Maule in Chile, or possibly Swartland/Walker Bay in South Africa, where oceanic airflow moderates growing season temperatures to enable quality red wine production.",fail
39c4b902-9166-4f7c-a959-2b03481ae454,WB-PRD-0241-L2,2,"A Lebanese winemaker is deciding whether to pursue organic certification for their vineyards in 2024. The winery is located near towns that were heavily targeted during a recent conflict, but the winery itself was spared damage. The winemaker knows that the first certified organic wine in Lebanon, labeled Adyar, has recently gained attention from connoisseurs. What factor would be most important for the winemaker to consider in their decision?","A. The overall production volume of Lebanese wine in 2024
B. The religious affiliation of the winery owners
C. Potential damage to the vineyards from the nearby conflict
D. The meaning of the word 'Adyar' in Arabic",C,C,0.75,True,"When deciding on a significant business investment like organic certification, a winemaker must first assess whether their vineyards face material risks from nearby conflict, as this directly impacts the viability and sustainability of the certification effort.",C,0.92,True,"When deciding whether to pursue organic certification, the most critical practical factor is whether the vineyards have sustained or risk sustaining damage from nearby conflict, as damaged or unstable vineyards would make the multi-year certification process impractical or impossible regardless of other considerations.",fail
c12d532a-00b1-4a8a-9aae-6bef2b193bd7,WB-PRD-0244-L2,2,"You are a winemaker consulting for a family-owned winery in Australia. The current owner, Bill Moularadellis, tells you that the winery was established in the Barossa Valley in the 1990s when stainless steel tanks were introduced to the region. As of 2012, the Barossa Valley had 37 wineries. Based on this information, what can you infer about the likely location and ownership of the winery?","A. The winery is likely located outside the Barossa Valley and has been family-owned since the 1990s.
B. The winery is likely located in the Barossa Valley but has changed ownership since the 1990s.
C. The winery is likely located in the Barossa Valley and has been family-owned since the 1990s.
D. The winery is likely located outside the Barossa Valley and has changed ownership since the 1990s.",C,C,0.85,True,"The owner explicitly states the winery was established in the Barossa Valley in the 1990s and describes it as family-owned, with no information suggesting a change in ownership or relocation.",C,0.85,True,"The question states the winery was established in the Barossa Valley in the 1990s and the current owner is Bill Moularadellis, implying continuous family ownership since establishment, making C the most directly supported inference from the given information.",warn
85e76c57-84fb-4850-a697-26e76b2cf9e0,WB-BIZ-0197-L2,2,"A winery is deciding how to describe a site-based designation in its internal production and labeling policy. The winemaking team wants language that reflects three points: the category can be uncorked and consulted from time to time over many years, it is essentially a shared statement of principles emphasizing that where a wine comes from matters and that geographic names deserve safeguarding, and some similar-looking systems set up by growers' groups do not provide that same place-name protection. Which policy wording best fits those requirements?","A. Treat it as a short-lived marketing tool focused on house style, with growers' association versions offering the same protection for place terms.
B. Treat it as a technical cellar manual mainly for fermentation decisions, and assume alternative systems exist only when they also secure regional names.
C. Treat it as a long-term reference framework centered on origin and defense of geographic names, while distinguishing it from producer-created schemes that may lack legal name protection.
D. Treat it as a one-time harvest declaration about vineyard yields, because classifications based on origin are not meant for repeated use over time.",C,C,0.92,True,"Option C directly addresses all three requirements: 'long-term reference framework' matches the ability to consult over many years, 'centered on origin and defense of geographic names' reflects the shared principles about place mattering, and 'distinguishing it from producer-created schemes that may lack legal name protection' explicitly contrasts with similar-looking systems without place-name safeguards.",C,0.95,True,"Option C directly matches all three requirements: a long-term reference (can be consulted over many years), centered on origin and defense of geographic names (shared statement that where wine comes from matters and place names deserve safeguarding), and distinguishes it from producer/grower-created schemes that may lack legal place-name protection — consistent with how appellation or GI systems (like AOC/DOC) differ from voluntary growers' associations.",fail
eab7dd75-bc74-44ad-ba97-822ce1374744,WB-VIT-0224-L2,2,"You are a vineyard manager monitoring the health of your grapevines. During the growing season, you notice some vines with dead spurs and shoot dieback, which are canopy symptoms that could indicate Eutypa dieback or other trunk diseases. What is the best course of action to manage this potential issue?","A. Mark the symptomatic vines and reexamine them the following spring through late summer or fall.
B. Immediately remove all vines showing symptoms to prevent the spread of disease.
C. Prune away the dead shoots and spurs, but leave the vines in place.
D. Apply a fungicide treatment to the entire vineyard to eradicate the disease.",A,A,0.72,True,"Eutypa dieback symptoms can be variable and inconsistent year-to-year, so marking vines for monitoring over multiple seasons allows for proper diagnosis before taking drastic action, whereas immediate removal (B) is premature, pruning alone (C) doesn't address the underlying trunk disease, and fungicides (D) are not effective treatments for established trunk diseases.",A,0.82,True,"For trunk diseases like Eutypa dieback, best practice is to mark symptomatic vines and reexamine them the following spring through late summer or fall to confirm diagnosis before taking drastic action, as symptoms can be ambiguous and misidentification could lead to unnecessary vine removal.",warn
3101d90b-10d9-4038-97fb-36c4aa985679,WB-GRP-0258-L2,2,"A winemaking team in a cool-climate region of South America has recently identified a neglected vineyard block that was originally planted over a century ago. The vines show genetic resistance to certain fungal pressures despite the site's high humidity, which the viticulturist attributes to modern clonal selections developed after earlier struggles with fruit integrity. This is particularly significant because, during the mid-20th century, large portions of this particular variety were removed from the region due to its susceptibility to rot and replaced with other cultivars. Given the historical challenges with this grape, which had nearly led to its regional disappearance, what is the most likely reason the winery is now reevaluating its focus on this old planting?","A. The discovery of century-old vines, combined with improved clones, suggests reliable fruit quality despite past rot issues.
B. The vineyard's high elevation and low yields make it ideal for premium white wine production, prompting a shift in focus.
C. Recent market demand for sparkling wines has made replanting this site with traditional method varieties a priority.
D. The rootstock used in the original planting has shown exceptional resistance to phylloxera, making it valuable for nursery propagation.",A,A,0.85,True,"The question explicitly states the vines show genetic resistance to fungal pressures despite humidity, modern clonal selections have improved fruit integrity, and the winery is reevaluating this old planting—all of which directly support option A's logic that century-old vines combined with improved clones now make reliable fruit quality possible despite historical rot susceptibility.",A,0.82,True,"The question explicitly highlights that the century-old vines combined with improved clonal selections now offer genetic resistance to fungal pressure, directly addressing the historical rot susceptibility that caused the variety's near-disappearance, making reliable fruit quality the most logical reason for reevaluation.",fail
559d78a7-f01d-4c8b-afce-5d4d1cade5c5,WB-WMK-0220-L2,2,"A winemaker in northern Italy is producing a sparkling wine intended for early release and is deciding between production methods. The region typically uses a tank-based fermentation process to retain fresh, fruity aromas and minimize handling. The winemaker knows that if the wine undergoes a secondary fermentation in sealed containers, carbon dioxide will be trapped and create effervescence. However, if the bottled wine is stored in a warm environment and residual sugar remains, any active yeast could restart fermentation in the bottle, building internal pressure. Given these considerations, which method should the winemaker choose to align with both safety and regional style, while avoiding unintended bottle pressure from residual fermentation?","A. Use the traditional method with secondary fermentation in the bottle, even if it increases risk of pressure buildup during warm storage.
B. Delay bottling until all sugar is fully consumed, then ferment in open vats to allow gas to dissipate and prevent carbonation.
C. Bottle the wine early without stabilizing fermentation, relying on natural cooling during transport to prevent yeast activity.
D. Ferment the wine in large pressurized tanks to capture carbon dioxide and complete secondary fermentation before bottling under controlled conditions.",D,D,0.85,True,The Charmat/tank method (secondary fermentation in pressurized tanks before bottling) is the standard northern Italian approach for sparkling wines that preserves fresh aromas while safely controlling carbonation and preventing unintended bottle pressure from residual fermentation.,D,0.95,True,"The Charmat (tank) method, dominant in northern Italy for wines like Prosecco, involves secondary fermentation in large pressurized tanks (autoclaves) to capture CO2 and complete fermentation under controlled conditions before bottling, preserving fresh fruity aromas and eliminating the risk of unintended bottle pressure from residual yeast activity.",fail
